"b","unit","day","dentadult","dentinf"
44,"u4",7,13,0
44,"u4",12,27,0
44,"u4",17,21,0
44,"u4",22,72,0
44,"u4",27,69,0
44,"u4",32,66,62
44,"u4",37,27,30
44,"u4",42,19,4
44,"u4",47,14,2
44,"u4",52,20,3
44,"u5",7,4,0
44,"u5",12,9,0
44,"u5",17,26,0
44,"u5",22,93,1
44,"u5",27,135,3
44,"u5",32,163,9
44,"u5",37,164,27
44,"u5",42,78,29
44,"u5",47,47,24
44,"u5",52,17,1
44,"u6",7,10,0
44,"u6",12,18,0
44,"u6",17,42,2
44,"u6",22,141,2
44,"u6",27,226,12
44,"u6",32,61,100
44,"u6",37,32,10
44,"u6",42,20,12
44,"u6",47,8,0
44,"u6",52,1,2
44,"u7",7,7,0
44,"u7",12,37,0
44,"u7",17,32,1
44,"u7",22,49,1
44,"u7",27,83,16
44,"u7",32,52,3
44,"u7",37,73,12
44,"u7",42,22,8
44,"u7",47,10,11
44,"u7",52,2,1
44,"u8",7,4,0
44,"u8",12,21,0
44,"u8",17,34,1
44,"u8",22,45,0
44,"u8",27,59,0
44,"u8",32,21,0
44,"u8",37,104,0
44,"u8",42,129,2
44,"u8",47,72,4
44,"u8",52,96,0
45,"u1",7,9,0
45,"u1",12,36,0
45,"u1",17,23,0
45,"u1",22,33,7
45,"u1",27,100,16
45,"u1",32,114,17
45,"u1",37,96,4
45,"u1",42,52,41
45,"u1",47,30,15
45,"u1",52,25,1
45,"u2",7,4,0
45,"u2",12,11,0
45,"u2",17,9,0
45,"u2",22,71,0
45,"u2",27,69,0
45,"u2",32,100,0
45,"u2",37,265,0
45,"u2",42,281,4
45,"u2",47,264,19
45,"u2",52,77,0
45,"u3",7,7,1
45,"u3",12,21,0
45,"u3",17,37,0
45,"u3",22,47,0
45,"u3",27,144,0
45,"u3",32,213,4
45,"u3",37,95,6
45,"u3",42,64,23
45,"u3",47,7,31
45,"u3",52,26,2
45,"u4",7,7,0
45,"u4",12,17,0
45,"u4",17,53,0
45,"u4",22,50,0
45,"u4",27,87,0
45,"u4",32,143,1
45,"u4",37,307,0
45,"u4",42,107,67
45,"u4",47,88,0
45,"u4",52,29,21
45,"u5",7,6,0
45,"u5",12,6,0
45,"u5",17,20,0
45,"u5",22,60,0
45,"u5",27,138,0
45,"u5",32,313,2
45,"u5",37,326,1
45,"u5",42,192,27
45,"u5",47,25,11
45,"u5",52,18,19
45,"u6",7,5,0
45,"u6",12,38,0
45,"u6",17,46,0
45,"u6",22,264,0
45,"u6",27,244,1
45,"u6",32,87,85
45,"u6",37,53,12
45,"u6",42,19,20
45,"u6",47,12,32
45,"u6",52,1,2
45,"u7",7,5,0
45,"u7",12,11,1
45,"u7",17,20,0
45,"u7",22,46,0
45,"u7",27,100,0
45,"u7",32,155,2
45,"u7",37,111,8
45,"u7",42,102,15
45,"u7",47,46,58
45,"u7",52,27,0
45,"u8",7,0,0
45,"u8",12,40,0
45,"u8",17,103,0
45,"u8",22,101,0
45,"u8",27,157,0
45,"u8",32,126,3
45,"u8",37,115,7
45,"u8",42,65,36
45,"u8",47,12,7
45,"u8",52,6,5
46,"u1",7,9,0
46,"u1",12,12,0
46,"u1",17,51,0
46,"u1",22,152,0
46,"u1",27,276,9
46,"u1",32,200,7
46,"u1",37,38,181
46,"u1",42,10,0
46,"u1",47,10,1
46,"u1",52,18,0
46,"u2",7,7,0
46,"u2",12,11,0
46,"u2",17,34,0
46,"u2",22,65,0
46,"u2",27,119,0
46,"u2",32,172,0
46,"u2",37,337,0
46,"u2",42,347,1
46,"u2",47,172,9
46,"u2",52,135,0
46,"u3",7,9,0
46,"u3",12,24,0
46,"u3",17,72,0
46,"u3",22,108,0
46,"u3",27,192,0
46,"u3",32,187,6
46,"u3",37,47,7
46,"u3",42,79,15
46,"u3",47,75,9
46,"u3",52,65,13
46,"u4",7,12,0
46,"u4",12,18,0
46,"u4",17,26,0
46,"u4",22,31,0
46,"u4",27,35,1
46,"u4",32,41,0
46,"u4",37,108,8
46,"u4",42,97,8
46,"u4",47,55,4
46,"u4",52,42,0
46,"u5",7,5,0
46,"u5",12,18,0
46,"u5",17,14,0
46,"u5",22,35,0
46,"u5",27,134,0
46,"u5",32,203,3
46,"u5",37,152,29
46,"u5",42,192,13
46,"u5",47,70,27
46,"u5",52,38,37
46,"u6",7,9,0
46,"u6",12,64,0
46,"u6",17,67,0
46,"u6",22,82,2
46,"u6",27,190,13
46,"u6",32,52,25
46,"u6",37,44,17
46,"u6",42,21,0
46,"u6",47,36,1
46,"u6",52,45,0
46,"u7",7,1,0
46,"u7",12,20,0
46,"u7",17,26,0
46,"u7",22,44,0
46,"u7",27,180,0
46,"u7",32,228,7
46,"u7",37,299,99
46,"u7",42,143,20
46,"u7",47,30,0
46,"u7",52,9,77
46,"u8",7,3,0
46,"u8",12,19,0
46,"u8",17,24,0
46,"u8",22,35,0
46,"u8",27,96,0
46,"u8",32,54,0
46,"u8",37,167,0
46,"u8",42,142,10
46,"u8",47,39,63
46,"u8",52,7,80
47,"u1",7,4,0
47,"u1",12,41,0
47,"u1",17,83,0
47,"u1",22,145,0
47,"u1",27,205,5
47,"u1",32,116,4
47,"u1",37,54,35
47,"u1",42,9,9
47,"u1",47,8,7
47,"u1",52,5,8
47,"u2",7,4,0
47,"u2",12,20,0
47,"u2",17,51,0
47,"u2",22,56,1
47,"u2",27,151,34
47,"u2",32,128,42
47,"u2",37,37,11
47,"u2",42,0,16
47,"u2",47,0,0
47,"u2",52,1,0
47,"u3",7,7,0
47,"u3",12,25,1
47,"u3",17,42,0
47,"u3",22,74,0
47,"u3",27,168,0
47,"u3",32,253,2
47,"u3",37,221,37
47,"u3",42,109,11
47,"u3",47,70,11
47,"u3",52,48,7
47,"u4",7,11,0
47,"u4",12,42,0
47,"u4",17,56,0
47,"u4",22,179,0
47,"u4",27,118,18
47,"u4",32,99,44
47,"u4",37,100,63
47,"u4",42,69,70
47,"u4",47,26,66
47,"u4",52,25,15
47,"u5",7,8,0
47,"u5",12,12,0
47,"u5",17,67,0
47,"u5",22,103,0
47,"u5",27,228,0
47,"u5",32,174,0
47,"u5",37,150,25
47,"u5",42,140,40
47,"u5",47,63,18
47,"u5",52,6,19
47,"u6",7,6,0
47,"u6",12,25,0
47,"u6",17,73,1
47,"u6",22,196,1
47,"u6",27,82,3
47,"u6",32,74,55
47,"u6",37,41,17
47,"u6",42,23,2
47,"u6",47,15,1
47,"u6",52,18,3
47,"u7",7,6,0
47,"u7",12,53,0
47,"u7",17,101,0
47,"u7",22,144,0
47,"u7",27,138,113
47,"u7",32,196,28
47,"u7",37,50,47
47,"u7",42,43,6
47,"u7",47,30,78
47,"u7",52,35,2
47,"u8",7,8,0
47,"u8",12,22,0
47,"u8",17,60,0
47,"u8",22,38,0
47,"u8",27,198,0
47,"u8",32,209,0
47,"u8",37,95,64
47,"u8",42,49,1
47,"u8",47,8,11
47,"u8",52,0,0
48,"u1",7,4,0
48,"u1",12,16,0
48,"u1",17,41,3
48,"u1",22,227,10
48,"u1",27,134,36
48,"u1",32,173,57
48,"u1",37,105,11
48,"u1",42,56,32
48,"u1",47,40,7
48,"u1",52,12,0
48,"u2",7,7,0
48,"u2",12,9,0
48,"u2",17,36,0
48,"u2",22,70,0
48,"u2",27,128,5
48,"u2",32,134,110
48,"u2",37,54,20
48,"u2",42,7,1
48,"u2",47,1,3
48,"u2",52,5,0
48,"u3",7,6,0
48,"u3",12,11,0
48,"u3",17,39,0
48,"u3",22,103,0
48,"u3",27,253,0
48,"u3",32,225,49
48,"u3",37,179,149
48,"u3",42,55,8
48,"u3",47,22,33
48,"u3",52,14,5
48,"u4",7,10,0
48,"u4",12,14,0
48,"u4",17,25,2
48,"u4",22,47,12
48,"u4",27,109,1
48,"u4",32,61,3
48,"u4",37,10,2
48,"u4",42,2,16
48,"u4",47,4,0
48,"u4",52,7,0
48,"u5",7,2,0
48,"u5",12,19,0
48,"u5",17,40,1
48,"u5",22,56,0
48,"u5",27,124,0
48,"u5",32,255,34
48,"u5",37,102,5
48,"u5",42,49,20
48,"u5",47,50,10
48,"u5",52,12,0
48,"u6",7,3,0
48,"u6",12,21,0
48,"u6",17,47,3
48,"u6",22,136,15
48,"u6",27,50,10
48,"u6",32,36,2
48,"u6",37,34,1
48,"u6",42,46,2
48,"u6",47,73,1
48,"u6",52,21,1
48,"u7",7,7,0
48,"u7",12,15,0
48,"u7",17,41,1
48,"u7",22,60,0
48,"u7",27,88,1
48,"u7",32,128,9
48,"u7",37,118,1
48,"u7",42,96,4
48,"u7",47,55,2
48,"u7",52,18,5
48,"u8",7,5,0
48,"u8",12,15,0
48,"u8",17,29,0
48,"u8",22,56,0
48,"u8",27,100,0
48,"u8",32,152,1
48,"u8",37,170,2
48,"u8",42,93,52
48,"u8",47,51,8
48,"u8",52,24,0
49,"u1",7,4,0
49,"u1",12,13,0
49,"u1",17,71,1
49,"u1",22,186,4
49,"u1",27,108,16
49,"u1",32,65,104
49,"u1",37,34,27
49,"u1",42,38,26
49,"u1",47,7,0
49,"u1",52,22,12
49,"u2",7,4,0
49,"u2",12,9,0
49,"u2",17,66,0
49,"u2",22,69,0
49,"u2",27,92,0
49,"u2",32,156,1
49,"u2",37,151,4
49,"u2",42,280,11
49,"u2",47,74,0
49,"u2",52,109,3
49,"u3",7,16,0
49,"u3",12,32,0
49,"u3",17,41,2
49,"u3",22,135,0
49,"u3",27,149,0
49,"u3",32,285,34
49,"u3",37,119,83
49,"u3",42,65,268
49,"u3",47,20,111
49,"u3",52,12,6
49,"u4",7,1,0
49,"u4",12,14,2
49,"u4",17,36,0
49,"u4",22,34,1
49,"u4",27,150,2
49,"u4",32,107,2
49,"u4",37,237,0
49,"u4",42,80,46
49,"u4",47,6,5
49,"u4",52,11,1
49,"u5",7,11,0
49,"u5",12,7,0
49,"u5",17,33,0
49,"u5",22,106,0
49,"u5",27,111,4
49,"u5",32,226,10
49,"u5",37,108,47
49,"u5",42,40,22
49,"u5",47,7,6
49,"u5",52,2,0
49,"u6",7,1,0
49,"u6",12,21,0
49,"u6",17,42,0
49,"u6",22,99,6
49,"u6",27,138,11
49,"u6",32,34,30
49,"u6",37,7,5
49,"u6",42,4,2
49,"u6",47,19,4
49,"u6",52,22,8
49,"u7",7,2,0
49,"u7",12,26,0
49,"u7",17,43,0
49,"u7",22,169,0
49,"u7",27,469,12
49,"u7",32,133,147
49,"u7",37,65,8
49,"u7",42,28,122
49,"u7",47,20,0
49,"u7",52,28,25
49,"u8",7,5,0
49,"u8",12,6,0
49,"u8",17,45,0
49,"u8",22,109,0
49,"u8",27,101,1
49,"u8",32,162,11
49,"u8",37,78,1
49,"u8",42,104,0
49,"u8",47,64,69
49,"u8",52,3,18
50,"u1",7,5,0
50,"u1",12,15,0
50,"u1",17,32,0
50,"u1",22,81,0
50,"u1",27,212,0
50,"u1",32,230,3
50,"u1",37,108,35
50,"u1",42,115,31
50,"u1",47,13,1
50,"u1",52,23,0
50,"u2",7,2,0
50,"u2",12,15,0
50,"u2",17,28,0
50,"u2",22,82,0
50,"u2",27,113,1
50,"u2",32,129,0
50,"u2",37,234,47
50,"u2",42,99,8
50,"u2",47,17,17
50,"u2",52,26,0
50,"u3",7,9,0
50,"u3",12,21,1
50,"u3",17,47,0
50,"u3",22,86,1
50,"u3",27,76,1
50,"u3",32,81,3
50,"u3",37,35,27
50,"u3",42,2,0
50,"u3",47,2,0
50,"u3",52,2,0
50,"u4",7,9,0
50,"u4",12,5,0
50,"u4",17,57,0
50,"u4",22,219,0
50,"u4",27,312,1
50,"u4",32,201,57
50,"u4",37,168,89
50,"u4",42,30,43
50,"u4",47,8,10
50,"u4",52,7,0
50,"u5",7,3,0
50,"u5",12,23,1
50,"u5",17,63,6
50,"u5",22,313,2
50,"u5",27,106,88
50,"u5",32,51,4
50,"u5",37,17,6
50,"u5",42,0,6
50,"u5",47,0,1
50,"u5",52,0,0
50,"u6",7,6,0
50,"u6",12,23,0
50,"u6",17,81,1
50,"u6",22,147,0
50,"u6",27,132,15
50,"u6",32,60,2
50,"u6",37,21,19
50,"u6",42,23,3
50,"u6",47,50,0
50,"u6",52,26,0
50,"u7",7,1,0
50,"u7",12,22,0
50,"u7",17,55,0
50,"u7",22,125,0
50,"u7",27,278,1
50,"u7",32,272,0
50,"u7",37,119,36
50,"u7",42,98,0
50,"u7",47,42,14
50,"u7",52,67,2
50,"u8",7,6,0
50,"u8",12,18,0
50,"u8",17,17,0
50,"u8",22,42,1
50,"u8",27,50,1
50,"u8",32,68,1
50,"u8",37,59,34
50,"u8",42,21,9
50,"u8",47,19,4
50,"u8",52,2,11
51,"u1",7,3,0
51,"u1",12,19,0
51,"u1",17,17,0
51,"u1",22,27,0
51,"u1",27,109,1
51,"u1",32,140,3
51,"u1",37,190,49
51,"u1",42,402,61
51,"u1",47,310,15
51,"u1",52,28,9
51,"u2",7,8,0
51,"u2",12,21,0
51,"u2",17,40,0
51,"u2",22,109,1
51,"u2",27,77,0
51,"u2",32,322,13
51,"u2",37,216,2
51,"u2",42,172,38
51,"u2",47,53,42
51,"u2",52,39,4
51,"u3",7,5,0
51,"u3",12,37,0
51,"u3",17,90,3
51,"u3",22,218,6
51,"u3",27,177,8
51,"u3",32,182,1
51,"u3",37,118,49
51,"u3",42,18,16
51,"u3",47,9,15
51,"u3",52,11,0
51,"u4",7,9,0
51,"u4",12,41,0
51,"u4",17,122,3
51,"u4",22,60,70
51,"u4",27,104,19
51,"u4",32,109,2
51,"u4",37,24,22
51,"u4",42,13,1
51,"u4",47,1,0
51,"u4",52,5,0
51,"u5",7,3,0
51,"u5",12,19,0
51,"u5",17,25,0
51,"u5",22,126,0
51,"u5",27,349,1
51,"u5",32,510,12
51,"u5",37,149,105
51,"u5",42,36,0
51,"u5",47,47,2
51,"u5",52,20,6
51,"u6",7,6,0
51,"u6",12,33,0
51,"u6",17,53,0
51,"u6",22,59,0
51,"u6",27,109,0
51,"u6",32,134,2
51,"u6",37,192,6
51,"u6",42,59,23
51,"u6",47,24,7
51,"u6",52,11,2
51,"u7",7,6,0
51,"u7",12,35,0
51,"u7",17,75,0
51,"u7",22,150,1
51,"u7",27,116,4
51,"u7",32,145,2
51,"u7",37,92,80
51,"u7",42,103,12
51,"u7",47,83,4
51,"u7",52,132,2
51,"u8",7,6,0
51,"u8",12,19,0
51,"u8",17,37,0
51,"u8",22,118,0
51,"u8",27,172,5
51,"u8",32,175,6
51,"u8",37,80,66
51,"u8",42,20,1
51,"u8",47,17,3
51,"u8",52,4,1
52,"u1",7,6,0
52,"u1",12,17,0
52,"u1",17,22,0
52,"u1",22,39,0
52,"u1",27,70,2
52,"u1",32,91,2
52,"u1",37,198,9
52,"u1",42,95,27
52,"u1",47,102,5
52,"u1",52,45,265
52,"u2",7,3,0
52,"u2",12,28,0
52,"u2",17,73,3
52,"u2",22,46,5
52,"u2",27,60,8
52,"u2",32,37,2
52,"u2",37,13,12
52,"u2",42,32,13
52,"u2",47,35,1
52,"u2",52,53,8
52,"u3",7,7,0
52,"u3",12,12,0
52,"u3",17,31,4
52,"u3",22,126,1
52,"u3",27,115,2
52,"u3",32,112,1
52,"u3",37,32,6
52,"u3",42,30,6
52,"u3",47,76,10
52,"u3",52,24,23
52,"u4",7,14,0
52,"u4",12,27,0
52,"u4",17,42,0
52,"u4",22,78,0
52,"u4",27,222,14
52,"u4",32,77,47
52,"u4",37,24,1
52,"u4",42,25,9
52,"u4",47,19,0
52,"u4",52,15,0
52,"u5",7,5,1
52,"u5",12,13,0
52,"u5",17,16,0
52,"u5",22,26,0
52,"u5",27,157,0
52,"u5",32,114,10
52,"u5",37,181,48
52,"u5",42,32,86
52,"u5",47,10,5
52,"u5",52,13,3
52,"u6",7,7,0
52,"u6",12,25,0
52,"u6",17,20,0
52,"u6",22,51,0
52,"u6",27,30,0
52,"u6",32,103,0
52,"u6",37,176,0
52,"u6",42,88,4
52,"u6",47,119,3
52,"u6",52,177,0
52,"u7",7,3,0
52,"u7",12,15,0
52,"u7",17,54,0
52,"u7",22,58,0
52,"u7",27,117,0
52,"u7",32,210,15
52,"u7",37,189,38
52,"u7",42,74,17
52,"u7",47,26,61
52,"u7",52,6,2
52,"u8",7,3,0
52,"u8",12,9,0
52,"u8",17,34,0
52,"u8",22,47,1
52,"u8",27,195,5
52,"u8",32,213,13
52,"u8",37,207,9
52,"u8",42,80,9
52,"u8",47,45,104
52,"u8",52,72,0
53,"u1",7,5,0
53,"u1",12,13,0
53,"u1",17,50,0
53,"u1",22,62,0
53,"u1",27,107,0
53,"u1",32,132,0
53,"u1",37,316,2
53,"u1",42,169,49
53,"u1",47,59,53
53,"u1",52,37,41
53,"u2",7,12,0
53,"u2",12,13,0
53,"u2",17,17,0
53,"u2",22,31,0
53,"u2",27,35,0
53,"u2",32,111,12
53,"u2",37,55,9
53,"u2",42,18,1
53,"u2",47,3,0
53,"u2",52,2,0
53,"u3",7,7,0
53,"u3",12,10,0
53,"u3",17,18,0
53,"u3",22,59,0
53,"u3",27,45,0
53,"u3",32,124,0
53,"u3",37,171,0
53,"u3",42,118,9
53,"u3",47,93,3
53,"u3",52,39,49
53,"u4",7,12,0
53,"u4",12,17,0
53,"u4",17,59,0
53,"u4",22,101,8
53,"u4",27,126,14
53,"u4",32,23,15
53,"u4",37,2,2
53,"u4",42,0,0
53,"u4",47,0,0
53,"u4",52,0,0
53,"u5",7,7,0
53,"u5",12,33,0
53,"u5",17,30,0
53,"u5",22,60,0
53,"u5",27,116,4
53,"u5",32,242,12
53,"u5",37,418,14
53,"u5",42,120,45
53,"u5",47,78,22
53,"u5",52,27,46
53,"u6",7,9,0
53,"u6",12,11,0
53,"u6",17,49,0
53,"u6",22,323,1
53,"u6",27,188,85
53,"u6",32,168,65
53,"u6",37,101,27
53,"u6",42,53,29
53,"u6",47,70,2
53,"u6",52,53,42
53,"u7",7,5,0
53,"u7",12,15,0
53,"u7",17,35,0
53,"u7",22,122,0
53,"u7",27,106,1
53,"u7",32,197,4
53,"u7",37,308,4
53,"u7",42,231,23
53,"u7",47,75,41
53,"u7",52,27,9
53,"u8",7,8,0
53,"u8",12,10,0
53,"u8",17,20,0
53,"u8",22,89,10
53,"u8",27,49,1
53,"u8",32,94,7
53,"u8",37,17,27
53,"u8",42,7,0
53,"u8",47,47,1
53,"u8",52,52,2
54,"u1",7,15,0
54,"u1",12,46,0
54,"u1",17,176,2
54,"u1",22,191,0
54,"u1",27,218,14
54,"u1",32,42,71
54,"u1",37,34,32
54,"u1",42,18,12
54,"u1",47,9,1
54,"u1",52,14,0
54,"u2",7,8,0
54,"u2",12,20,0
54,"u2",17,30,0
54,"u2",22,69,1
54,"u2",27,104,9
54,"u2",32,129,18
54,"u2",37,56,14
54,"u2",42,65,7
54,"u2",47,12,0
54,"u2",52,7,2
54,"u3",7,6,0
54,"u3",12,24,0
54,"u3",17,23,0
54,"u3",22,62,0
54,"u3",27,88,2
54,"u3",32,68,13
54,"u3",37,86,5
54,"u3",42,55,3
54,"u3",47,56,18
54,"u3",52,7,18
54,"u4",7,4,0
54,"u4",12,19,0
54,"u4",17,29,0
54,"u4",22,85,1
54,"u4",27,101,5
54,"u4",32,176,39
54,"u4",37,103,25
54,"u4",42,13,5
54,"u4",47,5,2
54,"u4",52,7,9
54,"u5",7,3,0
54,"u5",12,22,0
54,"u5",17,30,0
54,"u5",22,53,1
54,"u5",27,74,0
54,"u5",32,100,0
54,"u5",37,102,1
54,"u5",42,119,6
54,"u5",47,115,16
54,"u5",52,24,53
54,"u6",7,6,0
54,"u6",12,11,0
54,"u6",17,29,0
54,"u6",22,101,0
54,"u6",27,83,0
54,"u6",32,106,4
54,"u6",37,385,11
54,"u6",42,152,68
54,"u6",47,79,114
54,"u6",52,41,1
54,"u7",7,16,0
54,"u7",12,24,0
54,"u7",17,79,0
54,"u7",22,187,0
54,"u7",27,641,3
54,"u7",32,234,45
54,"u7",37,224,107
54,"u7",42,108,20
54,"u7",47,51,2
54,"u7",52,30,0
54,"u8",7,18,0
54,"u8",12,21,0
54,"u8",17,73,0
54,"u8",22,104,0
54,"u8",27,210,0
54,"u8",32,270,9
54,"u8",37,150,85
54,"u8",42,59,61
54,"u8",47,22,5
54,"u8",52,14,16
55,"u1",7,7,0
55,"u1",12,28,0
55,"u1",17,128,1
55,"u1",22,103,0
55,"u1",27,217,0
55,"u1",32,91,0
55,"u1",37,266,16
55,"u1",42,52,53
55,"u1",47,42,34
55,"u1",52,19,6
55,"u2",7,6,0
55,"u2",12,26,0
55,"u2",17,85,0
55,"u2",22,94,3
55,"u2",27,59,10
55,"u2",32,87,0
55,"u2",37,64,1
55,"u2",42,62,41
55,"u2",47,30,9
55,"u2",52,28,2
55,"u3",7,11,0
55,"u3",12,14,0
55,"u3",17,42,1
55,"u3",22,151,28
55,"u3",27,480,60
55,"u3",32,171,111
55,"u3",37,111,10
55,"u3",42,43,82
55,"u3",47,12,8
55,"u3",52,2,1
55,"u4",7,12,0
55,"u4",12,15,0
55,"u4",17,32,0
55,"u4",22,81,1
55,"u4",27,61,0
55,"u4",32,151,4
55,"u4",37,169,15
55,"u4",42,202,139
55,"u4",47,63,26
55,"u4",52,33,12
55,"u5",7,6,0
55,"u5",12,16,1
55,"u5",17,40,1
55,"u5",22,67,7
55,"u5",27,154,3
55,"u5",32,63,222
55,"u5",37,60,11
55,"u5",42,13,21
55,"u5",47,19,1
55,"u5",52,19,1
55,"u6",7,3,0
55,"u6",12,35,0
55,"u6",17,200,1
55,"u6",22,197,109
55,"u6",27,105,1
55,"u6",32,37,61
55,"u6",37,26,0
55,"u6",42,25,1
55,"u6",47,9,3
55,"u6",52,11,0
55,"u7",7,1,0
55,"u7",12,9,1
55,"u7",17,19,0
55,"u7",22,50,0
55,"u7",27,47,0
55,"u7",32,146,1
55,"u7",37,89,0
55,"u7",42,129,2
55,"u7",47,105,31
55,"u7",52,43,0
55,"u8",7,8,0
55,"u8",12,37,0
55,"u8",17,27,0
55,"u8",22,57,2
55,"u8",27,60,25
55,"u8",32,99,2
55,"u8",37,99,2
55,"u8",42,46,0
55,"u8",47,31,2
55,"u8",52,17,1
56,"u1",7,6,0
56,"u1",12,9,0
56,"u1",17,31,0
56,"u1",22,39,0
56,"u1",27,77,0
56,"u1",32,188,0
56,"u1",37,70,0
56,"u1",42,166,3
56,"u1",47,219,0
56,"u1",52,135,7
56,"u2",7,4,0
56,"u2",12,18,0
56,"u2",17,26,0
56,"u2",22,48,0
56,"u2",27,72,5
56,"u2",32,66,3
56,"u2",37,145,1
56,"u2",42,52,12
56,"u2",47,25,86
56,"u2",52,25,55
56,"u3",7,15,0
56,"u3",12,22,0
56,"u3",17,35,0
56,"u3",22,88,0
56,"u3",27,205,0
56,"u3",32,119,0
56,"u3",37,335,0
56,"u3",42,393,157
56,"u3",47,88,9
56,"u3",52,36,15
56,"u4",7,6,0
56,"u4",12,22,0
56,"u4",17,32,0
56,"u4",22,59,0
56,"u4",27,344,1
56,"u4",32,98,8
56,"u4",37,145,52
56,"u4",42,47,1
56,"u4",47,43,9
56,"u4",52,22,5
56,"u5",7,7,0
56,"u5",12,30,1
56,"u5",17,121,1
56,"u5",22,134,0
56,"u5",27,160,3
56,"u5",32,133,0
56,"u5",37,54,41
56,"u5",42,10,10
56,"u5",47,2,0
56,"u5",52,1,0
56,"u6",7,3,0
56,"u6",12,16,0
56,"u6",17,14,0
56,"u6",22,66,0
56,"u6",27,113,0
56,"u6",32,481,8
56,"u6",37,165,0
56,"u6",42,45,20
56,"u6",47,18,59
56,"u6",52,22,4
56,"u7",7,2,0
56,"u7",12,18,1
56,"u7",17,47,0
56,"u7",22,88,3
56,"u7",27,108,10
56,"u7",32,88,22
56,"u7",37,24,18
56,"u7",42,33,4
56,"u7",47,33,19
56,"u7",52,20,16
56,"u8",7,11,0
56,"u8",12,18,1
56,"u8",17,41,0
56,"u8",22,68,1
56,"u8",27,103,32
56,"u8",32,181,5
56,"u8",37,80,1
56,"u8",42,17,12
56,"u8",47,10,2
56,"u8",52,5,3
57,"u1",7,12,0
57,"u1",12,46,0
57,"u1",17,126,1
57,"u1",22,101,3
57,"u1",27,203,43
57,"u1",32,81,1
57,"u1",37,90,4
57,"u1",42,80,8
57,"u1",47,20,23
57,"u1",52,0,1
57,"u2",7,4,0
57,"u2",12,13,0
57,"u2",17,37,0
57,"u2",22,94,0
57,"u2",27,193,0
57,"u2",32,193,0
57,"u2",37,231,12
57,"u2",42,198,42
57,"u2",47,249,75
57,"u2",52,95,274
57,"u3",7,3,0
57,"u3",12,24,0
57,"u3",17,34,0
57,"u3",22,122,0
57,"u3",27,315,5
57,"u3",32,362,73
57,"u3",37,66,6
57,"u3",42,19,2
57,"u3",47,24,0
57,"u3",52,23,0
57,"u4",7,4,0
57,"u4",12,20,0
57,"u4",17,39,0
57,"u4",22,78,2
57,"u4",27,103,0
57,"u4",32,97,7
57,"u4",37,75,3
57,"u4",42,23,1
57,"u4",47,7,0
57,"u4",52,0,1
57,"u5",7,6,0
57,"u5",12,7,0
57,"u5",17,19,0
57,"u5",22,37,0
57,"u5",27,84,1
57,"u5",32,65,5
57,"u5",37,91,13
57,"u5",42,112,31
57,"u5",47,96,4
57,"u5",52,71,20
57,"u6",7,2,0
57,"u6",12,10,0
57,"u6",17,19,0
57,"u6",22,25,0
57,"u6",27,84,0
57,"u6",32,45,11
57,"u6",37,132,26
57,"u6",42,85,17
57,"u6",47,68,45
57,"u6",52,8,5
57,"u7",7,12,0
57,"u7",12,18,0
57,"u7",17,59,2
57,"u7",22,236,4
57,"u7",27,173,140
57,"u7",32,70,68
57,"u7",37,32,7
57,"u7",42,40,3
57,"u7",47,8,82
57,"u7",52,6,2
57,"u8",7,3,0
57,"u8",12,13,0
57,"u8",17,19,0
57,"u8",22,38,0
57,"u8",27,48,0
57,"u8",32,162,0
57,"u8",37,164,0
57,"u8",42,129,2
57,"u8",47,159,84
57,"u8",52,41,38
58,"u1",7,4,0
58,"u1",12,25,0
58,"u1",17,20,0
58,"u1",22,73,7
58,"u1",27,163,3
58,"u1",32,84,7
58,"u1",37,44,2
58,"u1",42,11,8
58,"u1",47,17,0
58,"u1",52,18,0
58,"u2",7,13,0
58,"u2",12,16,0
58,"u2",17,60,0
58,"u2",22,70,0
58,"u2",27,117,1
58,"u2",32,243,2
58,"u2",37,319,0
58,"u2",42,175,10
58,"u2",47,32,28
58,"u2",52,9,1
58,"u3",7,6,0
58,"u3",12,23,1
58,"u3",17,25,0
58,"u3",22,126,0
58,"u3",27,112,4
58,"u3",32,51,59
58,"u3",37,36,20
58,"u3",42,17,5
58,"u3",47,22,7
58,"u3",52,23,0
58,"u4",7,3,1
58,"u4",12,7,0
58,"u4",17,19,2
58,"u4",22,37,0
58,"u4",27,41,1
58,"u4",32,66,1
58,"u4",37,46,12
58,"u4",42,25,0
58,"u4",47,16,5
58,"u4",52,12,0
58,"u5",7,6,0
58,"u5",12,15,0
58,"u5",17,72,0
58,"u5",22,306,73
58,"u5",27,92,30
58,"u5",32,65,0
58,"u5",37,72,18
58,"u5",42,25,25
58,"u5",47,21,23
58,"u5",52,17,4
58,"u6",7,5,0
58,"u6",12,27,0
58,"u6",17,52,0
58,"u6",22,62,0
58,"u6",27,166,0
58,"u6",32,196,8
58,"u6",37,69,12
58,"u6",42,56,21
58,"u6",47,16,1
58,"u6",52,21,4
58,"u7",7,4,0
58,"u7",12,15,0
58,"u7",17,72,1
58,"u7",22,114,1
58,"u7",27,129,3
58,"u7",32,88,76
58,"u7",37,38,0
58,"u7",42,19,4
58,"u7",47,9,0
58,"u7",52,2,3
58,"u8",7,3,0
58,"u8",12,15,0
58,"u8",17,35,0
58,"u8",22,61,1
58,"u8",27,94,0
