"b","unit","day","dentadult","lumadult"
39,"u7",32,140,22
39,"u7",37,130,10
39,"u7",42,38,8
39,"u7",47,23,1
39,"u7",52,17,5
39,"u8",7,8,0
39,"u8",12,13,4
39,"u8",17,34,10
39,"u8",22,127,59
39,"u8",27,111,14
39,"u8",32,52,56
39,"u8",37,18,4
39,"u8",42,9,9
39,"u8",47,18,1
39,"u8",52,22,1
39,"u9",7,5,1
39,"u9",12,24,11
39,"u9",17,46,18
39,"u9",22,60,7
39,"u9",27,46,12
39,"u9",32,14,4
39,"u9",37,30,6
39,"u9",42,9,9
39,"u9",47,6,1
39,"u9",52,12,2
40,"u1",7,2,3
40,"u1",12,12,3
40,"u1",17,34,23
40,"u1",22,41,18
40,"u1",27,44,36
40,"u1",32,98,178
40,"u1",37,20,17
40,"u1",42,8,30
40,"u1",47,13,11
40,"u1",52,25,13
40,"u2",7,4,1
40,"u2",12,10,6
40,"u2",17,19,35
40,"u2",22,78,80
40,"u2",27,84,30
40,"u2",32,93,56
40,"u2",37,39,19
40,"u2",42,45,0
40,"u2",47,48,2
40,"u2",52,15,1
40,"u3",7,4,0
40,"u3",12,20,1
40,"u3",17,47,16
40,"u3",22,63,11
40,"u3",27,203,46
40,"u3",32,101,21
40,"u3",37,30,14
40,"u3",42,23,1
40,"u3",47,23,5
40,"u3",52,10,1
40,"u4",7,0,1
40,"u4",12,2,2
40,"u4",17,15,25
40,"u4",22,58,77
40,"u4",27,88,51
40,"u4",32,48,85
40,"u4",37,66,14
40,"u4",42,39,4
40,"u4",47,13,1
40,"u4",52,10,0
40,"u5",7,6,0
40,"u5",12,8,4
40,"u5",17,105,16
40,"u5",22,232,55
40,"u5",27,181,47
40,"u5",32,33,8
40,"u5",37,8,16
40,"u5",42,8,8
40,"u5",47,10,11
40,"u5",52,10,4
40,"u6",7,4,1
40,"u6",12,3,2
40,"u6",17,9,4
40,"u6",22,40,17
40,"u6",27,87,38
40,"u6",32,175,49
40,"u6",37,167,31
40,"u6",42,89,29
40,"u6",47,79,2
40,"u6",52,34,0
40,"u7",7,3,3
40,"u7",12,11,2
40,"u7",17,39,7
40,"u7",22,42,5
40,"u7",27,96,12
40,"u7",32,74,16
40,"u7",37,35,9
40,"u7",42,28,3
40,"u7",47,20,1
40,"u7",52,4,0
40,"u8",7,2,1
40,"u8",12,7,1
40,"u8",17,40,13
40,"u8",22,123,58
40,"u8",27,327,36
40,"u8",32,72,1
40,"u8",37,62,0
40,"u8",42,55,1
40,"u8",47,32,1
40,"u8",52,21,0
40,"u9",7,7,3
40,"u9",12,6,1
40,"u9",17,18,2
40,"u9",22,80,6
40,"u9",27,181,66
40,"u9",32,173,34
40,"u9",37,231,28
40,"u9",42,78,4
40,"u9",47,35,1
40,"u9",52,9,1
41,"u1",7,3,1
41,"u1",12,18,2
41,"u1",17,44,7
41,"u1",22,144,46
41,"u1",27,327,21
41,"u1",32,224,26
41,"u1",37,38,4
41,"u1",42,41,3
41,"u1",47,22,1
41,"u1",52,6,0
41,"u2",7,14,4
41,"u2",12,10,7
41,"u2",17,97,4
41,"u2",22,243,12
41,"u2",27,90,6
41,"u2",32,52,1
41,"u2",37,16,1
41,"u2",42,16,2
41,"u2",47,4,1
41,"u2",52,14,0
41,"u3",7,1,0
41,"u3",12,12,8
41,"u3",17,36,19
41,"u3",22,94,108
41,"u3",27,120,102
41,"u3",32,41,35
41,"u3",37,11,36
41,"u3",42,13,55
41,"u3",47,3,16
41,"u3",52,9,35
41,"u4",7,2,0
41,"u4",12,21,12
41,"u4",17,165,31
41,"u4",22,230,34
41,"u4",27,67,20
41,"u4",32,44,16
41,"u4",37,9,5
41,"u4",42,1,1
41,"u4",47,5,1
41,"u4",52,7,1
41,"u5",7,3,2
41,"u5",12,31,7
41,"u5",17,30,5
41,"u5",22,85,7
41,"u5",27,100,27
41,"u5",32,79,13
41,"u5",37,179,7
41,"u5",42,51,6
41,"u5",47,10,0
41,"u5",52,10,1
41,"u6",7,4,2
41,"u6",12,3,3
41,"u6",17,16,6
41,"u6",22,31,23
41,"u6",27,44,19
41,"u6",32,78,22
41,"u6",37,85,56
41,"u6",42,84,19
41,"u6",47,153,45
41,"u6",52,52,3
41,"u7",7,3,0
41,"u7",12,42,5
41,"u7",17,86,15
41,"u7",22,177,63
41,"u7",27,292,11
41,"u7",32,48,0
41,"u7",37,2,0
41,"u7",42,5,1
41,"u7",47,8,0
41,"u7",52,8,0
41,"u8",7,3,1
41,"u8",12,4,2
41,"u8",17,37,9
41,"u8",22,31,20
41,"u8",27,66,15
41,"u8",32,53,9
41,"u8",37,67,31
41,"u8",42,61,8
41,"u8",47,75,3
41,"u8",52,83,3
41,"u9",7,11,0
41,"u9",12,16,2
41,"u9",17,127,15
41,"u9",22,427,31
41,"u9",27,156,1
41,"u9",32,47,1
41,"u9",37,17,0
41,"u9",42,10,0
41,"u9",47,0,0
41,"u9",52,6,0
42,"u1",7,2,3
42,"u1",12,7,10
42,"u1",17,27,21
42,"u1",22,45,81
42,"u1",27,90,8
42,"u1",32,26,25
42,"u1",37,12,34
42,"u1",42,6,16
42,"u1",47,9,34
42,"u1",52,6,49
42,"u2",7,1,1
42,"u2",12,9,3
42,"u2",17,24,23
42,"u2",22,70,5
42,"u2",27,118,39
42,"u2",32,131,14
42,"u2",37,24,3
42,"u2",42,23,3
42,"u2",47,10,4
42,"u2",52,1,2
42,"u3",7,4,2
42,"u3",12,23,2
42,"u3",17,174,23
42,"u3",22,380,30
42,"u3",27,99,10
42,"u3",32,47,1
42,"u3",37,35,0
42,"u3",42,15,0
42,"u3",47,7,0
42,"u3",52,10,1
42,"u4",7,2,1
42,"u4",12,11,0
42,"u4",17,18,4
42,"u4",22,39,15
42,"u4",27,82,9
42,"u4",32,23,8
42,"u4",37,23,6
42,"u4",42,21,0
42,"u4",47,21,1
42,"u4",52,11,0
42,"u5",7,2,1
42,"u5",12,8,3
42,"u5",17,31,3
42,"u5",22,26,9
42,"u5",27,45,17
42,"u5",32,49,23
42,"u5",37,83,6
42,"u5",42,25,11
42,"u5",47,34,6
42,"u5",52,35,11
42,"u6",7,2,0
42,"u6",12,5,3
42,"u6",17,17,4
42,"u6",22,23,32
42,"u6",27,80,5
42,"u6",32,74,24
42,"u6",37,20,48
42,"u6",42,33,37
42,"u6",47,10,2
42,"u6",52,23,18
42,"u7",7,0,2
42,"u7",12,6,6
42,"u7",17,26,35
42,"u7",22,62,14
42,"u7",27,59,36
42,"u7",32,56,25
42,"u7",37,33,8
42,"u7",42,21,7
42,"u7",47,23,5
42,"u7",52,10,4
42,"u8",7,0,0
42,"u8",12,11,6
42,"u8",17,55,5
42,"u8",22,154,14
42,"u8",27,73,32
42,"u8",32,113,6
42,"u8",37,60,19
42,"u8",42,11,6
42,"u8",47,18,3
42,"u8",52,19,4
42,"u9",7,2,2
42,"u9",12,14,3
42,"u9",17,120,2
42,"u9",22,318,21
42,"u9",27,69,5
42,"u9",32,93,3
42,"u9",37,33,4
42,"u9",42,53,1
42,"u9",47,34,1
42,"u9",52,16,1
43,"u1",7,4,0
43,"u1",12,23,6
43,"u1",17,119,43
43,"u1",22,362,48
43,"u1",27,140,31
43,"u1",32,79,5
43,"u1",37,24,6
43,"u1",42,2,0
43,"u1",47,0,0
43,"u1",52,1,0
43,"u2",7,11,1
43,"u2",12,18,3
43,"u2",17,57,12
43,"u2",22,202,38
43,"u2",27,127,29
43,"u2",32,55,49
43,"u2",37,34,7
43,"u2",42,12,4
43,"u2",47,14,1
43,"u2",52,9,2
43,"u3",7,0,2
43,"u3",12,4,3
43,"u3",17,8,9
43,"u3",22,34,22
43,"u3",27,41,19
43,"u3",32,39,37
43,"u3",37,30,61
43,"u3",42,35,27
43,"u3",47,40,16
43,"u3",52,19,4
43,"u4",7,5,2
43,"u4",12,1,1
43,"u4",17,16,1
43,"u4",22,86,13
43,"u4",27,57,2
43,"u4",32,97,1
43,"u4",37,104,6
43,"u4",42,92,1
43,"u4",47,48,0
43,"u4",52,14,0
43,"u5",7,4,0
43,"u5",12,36,10
43,"u5",17,47,28
43,"u5",22,104,63
43,"u5",27,77,92
43,"u5",32,40,6
43,"u5",37,65,14
43,"u5",42,77,19
43,"u5",47,47,15
43,"u5",52,62,6
43,"u6",7,0,2
43,"u6",12,11,1
43,"u6",17,67,9
43,"u6",22,114,14
43,"u6",27,150,268
43,"u6",32,121,24
43,"u6",37,29,7
43,"u6",42,16,14
43,"u6",47,41,6
43,"u6",52,8,8
43,"u7",7,2,0
43,"u7",12,5,4
43,"u7",17,5,12
43,"u7",22,22,31
43,"u7",27,55,100
43,"u7",32,257,25
43,"u7",37,95,8
43,"u7",42,50,8
43,"u7",47,18,6
43,"u7",52,12,3
43,"u8",7,4,2
43,"u8",12,15,0
43,"u8",17,66,9
43,"u8",22,52,5
43,"u8",27,137,16
43,"u8",32,142,5
43,"u8",37,114,1
43,"u8",42,106,9
43,"u8",47,19,1
43,"u8",52,6,0
43,"u9",7,4,1
43,"u9",12,15,9
43,"u9",17,77,34
43,"u9",22,172,68
43,"u9",27,220,38
43,"u9",32,60,3
43,"u9",37,21,7
43,"u9",42,29,8
43,"u9",47,17,1
43,"u9",52,23,1
44,"u1",7,4,0
44,"u1",12,18,2
44,"u1",17,146,12
44,"u1",22,122,56
44,"u1",27,120,26
44,"u1",32,39,49
44,"u1",37,22,18
44,"u1",42,54,17
44,"u1",47,33,2
44,"u1",52,11,1
44,"u2",7,4,4
44,"u2",12,25,4
44,"u2",17,24,7
44,"u2",22,33,21
44,"u2",27,47,77
44,"u2",32,37,51
44,"u2",37,24,34
44,"u2",42,25,4
44,"u2",47,18,9
44,"u2",52,29,17
44,"u3",7,9,0
44,"u3",12,5,2
44,"u3",17,16,5
44,"u3",22,29,30
44,"u3",27,69,46
44,"u3",32,56,7
44,"u3",37,93,18
44,"u3",42,62,17
44,"u3",47,63,2
44,"u3",52,32,0
44,"u4",7,3,0
44,"u4",12,8,15
44,"u4",17,74,16
44,"u4",22,131,132
44,"u4",27,292,7
44,"u4",32,27,2
44,"u4",37,30,0
44,"u4",42,26,0
44,"u4",47,22,0
44,"u4",52,18,0
44,"u5",7,2,0
44,"u5",12,12,11
44,"u5",17,28,4
44,"u5",22,60,30
44,"u5",27,61,143
44,"u5",32,56,44
44,"u5",37,16,73
44,"u5",42,9,16
44,"u5",47,33,24
44,"u5",52,11,75
44,"u6",7,3,1
44,"u6",12,7,1
44,"u6",17,17,11
44,"u6",22,61,58
44,"u6",27,385,36
44,"u6",32,191,26
44,"u6",37,42,7
44,"u6",42,66,3
44,"u6",47,7,0
44,"u6",52,4,0
44,"u7",7,1,3
44,"u7",12,18,4
44,"u7",17,52,15
44,"u7",22,118,28
44,"u7",27,19,66
44,"u7",32,52,37
44,"u7",37,23,38
44,"u7",42,4,4
44,"u7",47,12,13
44,"u7",52,3,1
44,"u8",7,2,2
44,"u8",12,13,0
44,"u8",17,22,26
44,"u8",22,94,6
44,"u8",27,169,21
44,"u8",32,62,58
44,"u8",37,48,4
44,"u8",42,21,0
44,"u8",47,32,1
44,"u8",52,28,0
44,"u9",7,0,3
44,"u9",12,26,3
44,"u9",17,80,11
44,"u9",22,55,35
44,"u9",27,134,14
44,"u9",32,230,4
44,"u9",37,106,4
44,"u9",42,69,0
44,"u9",47,30,0
44,"u9",52,23,1
45,"u1",7,9,0
45,"u1",12,22,0
45,"u1",17,63,5
45,"u1",22,82,54
45,"u1",27,405,88
45,"u1",32,241,62
45,"u1",37,60,0
45,"u1",42,15,2
45,"u1",47,16,2
45,"u1",52,6,0
45,"u2",7,5,2
45,"u2",12,30,6
45,"u2",17,97,35
45,"u2",22,177,19
45,"u2",27,67,2
45,"u2",32,30,2
45,"u2",37,37,1
45,"u2",42,27,0
45,"u2",47,20,0
45,"u2",52,12,0
45,"u3",7,2,2
45,"u3",12,9,8
45,"u3",17,67,14
45,"u3",22,207,41
45,"u3",27,65,12
45,"u3",32,174,12
45,"u3",37,77,3
45,"u3",42,96,2
45,"u3",47,50,0
45,"u3",52,16,0
45,"u4",7,2,1
45,"u4",12,6,1
45,"u4",17,189,1
45,"u4",22,439,45
45,"u4",27,250,13
45,"u4",32,30,3
45,"u4",37,22,2
45,"u4",42,13,2
45,"u4",47,30,0
45,"u4",52,23,0
45,"u5",7,5,2
45,"u5",12,3,0
45,"u5",17,21,6
45,"u5",22,22,25
45,"u5",27,75,99
45,"u5",32,124,28
45,"u5",37,242,74
45,"u5",42,57,34
45,"u5",47,7,1
45,"u5",52,13,8
45,"u6",7,3,1
45,"u6",12,5,7
45,"u6",17,29,2
45,"u6",22,56,77
45,"u6",27,117,55
45,"u6",32,34,16
45,"u6",37,96,53
45,"u6",42,89,31
45,"u6",47,57,10
45,"u6",52,40,9
45,"u7",7,3,1
45,"u7",12,3,5
45,"u7",17,8,2
45,"u7",22,5,17
45,"u7",27,9,20
45,"u7",32,16,10
45,"u7",37,27,103
45,"u7",42,66,45
45,"u7",47,109,41
45,"u7",52,217,15
45,"u8",7,0,2
45,"u8",12,2,3
45,"u8",17,23,30
45,"u8",22,39,125
45,"u8",27,69,56
45,"u8",32,121,21
45,"u8",37,37,109
45,"u8",42,6,9
45,"u8",47,3,4
45,"u8",52,4,25
45,"u9",7,0,0
45,"u9",12,11,1
45,"u9",17,102,1
45,"u9",22,114,5
45,"u9",27,177,12
45,"u9",32,172,6
45,"u9",37,41,4
45,"u9",42,18,0
45,"u9",47,7,0
45,"u9",52,8,0
46,"u1",7,3,0
46,"u1",12,5,1
46,"u1",17,21,6
46,"u1",22,78,57
46,"u1",27,142,30
46,"u1",32,27,13
46,"u1",37,26,2
46,"u1",42,23,3
46,"u1",47,4,7
46,"u1",52,1,0
46,"u2",7,3,0
46,"u2",12,19,9
46,"u2",17,36,24
46,"u2",22,44,67
46,"u2",27,38,23
46,"u2",32,35,55
46,"u2",37,19,9
46,"u2",42,10,8
46,"u2",47,15,3
46,"u2",52,3,16
46,"u3",7,3,0
46,"u3",12,32,3
46,"u3",17,121,26
46,"u3",22,159,65
46,"u3",27,194,37
46,"u3",32,73,2
46,"u3",37,14,9
46,"u3",42,14,4
46,"u3",47,9,2
46,"u3",52,6,0
46,"u4",7,2,0
46,"u4",12,20,4
46,"u4",17,64,30
46,"u4",22,55,13
46,"u4",27,51,34
46,"u4",32,49,15
46,"u4",37,41,3
46,"u4",42,23,6
46,"u4",47,7,0
46,"u4",52,5,3
46,"u5",7,3,0
46,"u5",12,19,0
46,"u5",17,30,3
46,"u5",22,112,11
46,"u5",27,76,10
46,"u5",32,291,2
46,"u5",37,134,2
46,"u5",42,24,1
46,"u5",47,74,0
46,"u5",52,46,3
46,"u6",7,2,2
46,"u6",12,24,18
46,"u6",17,135,21
46,"u6",22,84,101
46,"u6",27,60,4
46,"u6",32,81,11
46,"u6",37,61,13
46,"u6",42,42,0
46,"u6",47,23,1
46,"u6",52,21,1
46,"u7",7,0,1
46,"u7",12,13,1
46,"u7",17,59,32
46,"u7",22,47,7
46,"u7",27,102,28
46,"u7",32,68,13
46,"u7",37,53,2
46,"u7",42,55,3
46,"u7",47,21,5
46,"u7",52,86,0
46,"u8",7,2,1
46,"u8",12,4,1
46,"u8",17,16,29
46,"u8",22,213,12
46,"u8",27,274,7
46,"u8",32,50,4
46,"u8",37,59,3
46,"u8",42,8,1
46,"u8",47,6,0
46,"u8",52,41,1
46,"u9",7,2,0
46,"u9",12,6,5
46,"u9",17,31,37
46,"u9",22,52,30
46,"u9",27,53,42
46,"u9",32,95,5
46,"u9",37,135,6
46,"u9",42,47,20
46,"u9",47,28,4
46,"u9",52,8,16
47,"u1",7,6,1
47,"u1",12,7,3
47,"u1",17,30,3
47,"u1",22,68,112
47,"u1",27,43,16
47,"u1",32,8,63
47,"u1",37,26,62
47,"u1",42,69,12
47,"u1",47,57,16
47,"u1",52,37,7
47,"u2",7,0,1
47,"u2",12,2,2
47,"u2",17,6,9
47,"u2",22,13,2
47,"u2",27,12,21
47,"u2",32,56,42
47,"u2",37,49,54
47,"u2",42,30,66
47,"u2",47,15,86
47,"u2",52,32,53
47,"u3",7,4,3
47,"u3",12,4,1
47,"u3",17,13,6
47,"u3",22,5,8
47,"u3",27,24,51
47,"u3",32,49,120
47,"u3",37,46,133
47,"u3",42,28,31
47,"u3",47,18,43
47,"u3",52,21,9
47,"u4",7,5,2
47,"u4",12,10,9
47,"u4",17,9,8
47,"u4",22,20,13
47,"u4",27,23,30
47,"u4",32,71,34
47,"u4",37,93,27
47,"u4",42,127,18
47,"u4",47,52,5
47,"u4",52,59,2
47,"u5",7,8,1
47,"u5",12,32,11
47,"u5",17,179,15
47,"u5",22,634,18
47,"u5",27,217,0
47,"u5",32,147,0
47,"u5",37,46,0
47,"u5",42,29,0
47,"u5",47,23,0
47,"u5",52,30,0
47,"u6",7,2,1
47,"u6",12,9,4
47,"u6",17,26,22
47,"u6",22,93,138
47,"u6",27,119,71
47,"u6",32,95,50
47,"u6",37,44,15
47,"u6",42,7,7
47,"u6",47,26,4
47,"u6",52,6,5
47,"u7",7,5,5
47,"u7",12,20,13
47,"u7",17,117,16
47,"u7",22,112,12
47,"u7",27,107,50
47,"u7",32,33,7
47,"u7",37,25,4
47,"u7",42,9,1
47,"u7",47,9,3
47,"u7",52,11,0
47,"u8",7,8,1
47,"u8",12,7,1
47,"u8",17,16,2
47,"u8",22,26,10
47,"u8",27,54,0
47,"u8",32,64,4
47,"u8",37,127,16
47,"u8",42,43,5
47,"u8",47,29,4
47,"u8",52,10,5
47,"u9",7,2,1
47,"u9",12,27,0
47,"u9",17,51,42
47,"u9",22,259,120
47,"u9",27,204,11
47,"u9",32,34,9
47,"u9",37,73,0
47,"u9",42,15,7
47,"u9",47,11,1
47,"u9",52,16,1
48,"u1",7,6,0
48,"u1",12,7,0
48,"u1",17,9,0
48,"u1",22,9,17
48,"u1",27,41,19
48,"u1",32,119,44
48,"u1",37,224,70
48,"u1",42,68,75
48,"u1",47,36,16
48,"u1",52,11,1
48,"u2",7,4,1
48,"u2",12,8,1
48,"u2",17,15,13
48,"u2",22,75,81
48,"u2",27,135,16
48,"u2",32,99,32
48,"u2",37,67,42
48,"u2",42,58,9
48,"u2",47,11,1
48,"u2",52,16,0
48,"u3",7,0,0
48,"u3",12,8,3
48,"u3",17,17,1
48,"u3",22,15,10
48,"u3",27,62,26
48,"u3",32,73,18
48,"u3",37,65,14
48,"u3",42,43,20
48,"u3",47,56,29
48,"u3",52,90,3
48,"u4",7,1,2
48,"u4",12,5,1
48,"u4",17,6,2
48,"u4",22,18,10
48,"u4",27,83,11
48,"u4",32,41,17
48,"u4",37,62,16
48,"u4",42,103,11
48,"u4",47,47,8
48,"u4",52,34,4
48,"u5",7,0,0
48,"u5",12,5,5
48,"u5",17,9,1
48,"u5",22,17,11
48,"u5",27,68,38
48,"u5",32,82,15
48,"u5",37,243,60
48,"u5",42,77,20
48,"u5",47,32,6
48,"u5",52,10,1
48,"u6",7,5,3
48,"u6",12,7,5
48,"u6",17,7,24
48,"u6",22,17,16
48,"u6",27,106,7
48,"u6",32,112,68
48,"u6",37,93,13
48,"u6",42,68,11
48,"u6",47,25,8
48,"u6",52,5,1
48,"u7",7,7,1
48,"u7",12,9,0
48,"u7",17,52,7
48,"u7",22,60,25
48,"u7",27,203,5
48,"u7",32,300,2
48,"u7",37,125,1
48,"u7",42,24,2
48,"u7",47,28,1
48,"u7",52,16,0
48,"u8",7,2,3
48,"u8",12,6,5
48,"u8",17,68,25
48,"u8",22,311,21
48,"u8",27,174,18
48,"u8",32,72,9
48,"u8",37,24,1
48,"u8",42,18,2
48,"u8",47,1,0
48,"u8",52,3,0
48,"u9",7,5,2
48,"u9",12,8,1
48,"u9",17,8,6
48,"u9",22,44,7
48,"u9",27,21,7
48,"u9",32,32,7
48,"u9",37,62,5
48,"u9",42,31,21
48,"u9",47,76,2
48,"u9",52,42,4
49,"u1",7,2,0
49,"u1",12,0,7
49,"u1",17,11,3
49,"u1",22,30,13
49,"u1",27,79,141
49,"u1",32,317,191
49,"u1",37,60,11
49,"u1",42,49,34
49,"u1",47,7,3
49,"u1",52,4,4
49,"u2",7,3,0
49,"u2",12,19,2
49,"u2",17,40,17
49,"u2",22,142,33
49,"u2",27,268,35
49,"u2",32,75,5
49,"u2",37,27,5
49,"u2",42,35,0
49,"u2",47,11,0
49,"u2",52,29,1
49,"u3",7,4,0
49,"u3",12,6,1
49,"u3",17,50,29
49,"u3",22,63,78
49,"u3",27,134,81
49,"u3",32,371,28
49,"u3",37,73,24
49,"u3",42,34,0
49,"u3",47,11,6
49,"u3",52,6,0
49,"u4",7,1,0
49,"u4",12,15,1
49,"u4",17,8,24
49,"u4",22,49,22
49,"u4",27,22,96
49,"u4",32,48,34
49,"u4",37,42,39
49,"u4",42,14,20
49,"u4",47,19,41
49,"u4",52,7,12
49,"u5",7,7,2
49,"u5",12,55,13
49,"u5",17,101,32
49,"u5",22,155,41
49,"u5",27,179,33
49,"u5",32,29,6
49,"u5",37,20,0
49,"u5",42,4,0
49,"u5",47,6,0
49,"u5",52,2,0
49,"u6",7,3,1
49,"u6",12,8,3
49,"u6",17,27,5
49,"u6",22,92,40
49,"u6",27,214,41
49,"u6",32,79,15
49,"u6",37,78,5
49,"u6",42,68,3
49,"u6",47,25,2
49,"u6",52,9,0
49,"u7",7,4,3
49,"u7",12,6,4
49,"u7",17,26,6
49,"u7",22,31,42
49,"u7",27,56,15
49,"u7",32,118,25
49,"u7",37,58,1
49,"u7",42,35,5
49,"u7",47,11,0
49,"u7",52,2,1
49,"u8",7,2,2
49,"u8",12,9,19
49,"u8",17,79,20
49,"u8",22,153,128
49,"u8",27,170,20
49,"u8",32,104,7
49,"u8",37,45,1
49,"u8",42,47,3
49,"u8",47,13,8
49,"u8",52,1,3
49,"u9",7,1,1
49,"u9",12,6,4
49,"u9",17,27,7
49,"u9",22,37,5
49,"u9",27,213,27
49,"u9",32,67,2
49,"u9",37,75,7
49,"u9",42,7,1
49,"u9",47,13,3
49,"u9",52,11,1
50,"u1",7,2,2
50,"u1",12,12,1
50,"u1",17,34,1
50,"u1",22,75,38
50,"u1",27,215,37
50,"u1",32,226,20
50,"u1",37,44,2
50,"u1",42,29,0
50,"u1",47,15,1
50,"u1",52,3,1
50,"u2",7,7,1
50,"u2",12,6,9
50,"u2",17,41,9
50,"u2",22,128,7
50,"u2",27,138,6
50,"u2",32,52,3
50,"u2",37,36,1
50,"u2",42,11,1
50,"u2",47,6,0
50,"u2",52,6,0
50,"u3",7,4,2
50,"u3",12,34,9
50,"u3",17,70,17
50,"u3",22,98,25
50,"u3",27,98,42
50,"u3",32,200,41
50,"u3",37,83,22
50,"u3",42,113,13
50,"u3",47,22,1
50,"u3",52,12,4
50,"u4",7,4,0
50,"u4",12,13,4
50,"u4",17,20,0
50,"u4",22,97,4
50,"u4",27,239,21
50,"u4",32,172,17
50,"u4",37,40,5
50,"u4",42,42,1
50,"u4",47,29,1
50,"u4",52,77,0
50,"u5",7,5,0
50,"u5",12,11,8
50,"u5",17,15,20
50,"u5",22,47,38
50,"u5",27,197,1
50,"u5",32,137,5
50,"u5",37,58,14
50,"u5",42,31,8
50,"u5",47,20,2
50,"u5",52,51,1
50,"u6",7,1,0
50,"u6",12,14,2
50,"u6",17,43,12
50,"u6",22,74,40
50,"u6",27,96,34
50,"u6",32,133,27
50,"u6",37,78,16
50,"u6",42,40,5
50,"u6",47,25,1
50,"u6",52,18,0
50,"u7",7,4,0
50,"u7",12,9,2
50,"u7",17,38,15
50,"u7",22,153,28
50,"u7",27,170,11
50,"u7",32,138,11
50,"u7",37,19,0
50,"u7",42,6,5
50,"u7",47,12,1
50,"u7",52,13,1
50,"u8",7,7,0
50,"u8",12,6,2
50,"u8",17,56,11
50,"u8",22,122,61
50,"u8",27,163,35
50,"u8",32,22,9
50,"u8",37,30,0
50,"u8",42,6,1
50,"u8",47,0,3
50,"u8",52,3,2
50,"u9",7,4,1
50,"u9",12,7,3
50,"u9",17,27,17
50,"u9",22,88,13
50,"u9",27,74,47
50,"u9",32,185,18
50,"u9",37,46,24
50,"u9",42,95,2
50,"u9",47,32,9
50,"u9",52,49,3
51,"u1",7,1,8
51,"u1",12,11,0
51,"u1",17,3,9
51,"u1",22,98,41
51,"u1",27,94,21
51,"u1",32,98,20
51,"u1",37,103,7
51,"u1",42,76,1
51,"u1",47,34,3
51,"u1",52,7,1
51,"u2",7,6,0
51,"u2",12,19,3
51,"u2",17,48,6
51,"u2",22,179,11
51,"u2",27,108,25
51,"u2",32,116,9
51,"u2",37,83,1
51,"u2",42,32,1
51,"u2",47,26,0
51,"u2",52,15,1
51,"u3",7,2,3
51,"u3",12,39,12
51,"u3",17,91,4
51,"u3",22,164,52
51,"u3",27,103,13
51,"u3",32,68,16
51,"u3",37,70,2
51,"u3",42,6,0
51,"u3",47,3,0
51,"u3",52,3,0
51,"u4",7,5,5
51,"u4",12,30,2
51,"u4",17,44,29
51,"u4",22,32,6
51,"u4",27,52,52
51,"u4",32,32,110
51,"u4",37,48,52
51,"u4",42,104,10
51,"u4",47,133,4
51,"u4",52,20,1
51,"u5",7,0,1
51,"u5",12,9,7
51,"u5",17,74,23
51,"u5",22,131,25
51,"u5",27,120,7
51,"u5",32,23,0
51,"u5",37,35,0
51,"u5",42,37,0
51,"u5",47,21,2
51,"u5",52,15,0
51,"u6",7,7,1
51,"u6",12,23,1
51,"u6",17,55,7
51,"u6",22,185,1
51,"u6",27,169,4
51,"u6",32,69,1
51,"u6",37,72,1
51,"u6",42,13,0
51,"u6",47,13,0
51,"u6",52,2,0
51,"u7",7,5,1
51,"u7",12,3,2
51,"u7",17,5,0
51,"u7",22,51,14
51,"u7",27,96,16
51,"u7",32,70,17
51,"u7",37,22,29
51,"u7",42,20,9
51,"u7",47,7,6
51,"u7",52,26,0
51,"u8",7,6,1
51,"u8",12,10,2
51,"u8",17,31,1
51,"u8",22,57,18
51,"u8",27,144,12
51,"u8",32,141,15
51,"u8",37,86,10
51,"u8",42,46,6
51,"u8",47,14,8
51,"u8",52,21,5
51,"u9",7,1,1
51,"u9",12,6,5
51,"u9",17,12,9
51,"u9",22,100,27
51,"u9",27,324,42
51,"u9",32,96,7
51,"u9",37,46,6
51,"u9",42,33,2
51,"u9",47,24,3
51,"u9",52,14,2
52,"u1",7,2,0
52,"u1",12,27,0
52,"u1",17,65,60
52,"u1",22,107,62
52,"u1",27,183,147
52,"u1",32,31,16
52,"u1",37,42,16
52,"u1",42,33,6
52,"u1",47,41,4
52,"u1",52,63,3
52,"u2",7,1,2
52,"u2",12,8,0
52,"u2",17,16,11
52,"u2",22,23,69
52,"u2",27,18,23
52,"u2",32,35,16
52,"u2",37,78,14
52,"u2",42,33,10
52,"u2",47,29,8
52,"u2",52,18,7
52,"u3",7,5,2
52,"u3",12,14,8
52,"u3",17,29,35
52,"u3",22,267,44
52,"u3",27,249,51
52,"u3",32,132,20
52,"u3",37,94,2
52,"u3",42,43,1
52,"u3",47,7,1
52,"u3",52,4,0
52,"u4",7,2,1
52,"u4",12,15,6
52,"u4",17,30,13
52,"u4",22,31,11
52,"u4",27,177,12
52,"u4",32,159,9
52,"u4",37,82,1
52,"u4",42,11,1
52,"u4",47,10,0
52,"u4",52,3,0
52,"u5",7,4,1
52,"u5",12,29,4
52,"u5",17,44,17
52,"u5",22,17,6
52,"u5",27,33,7
52,"u5",32,32,15
52,"u5",37,79,26
52,"u5",42,70,23
52,"u5",47,75,23
52,"u5",52,82,11
52,"u6",7,0,0
52,"u6",12,9,5
52,"u6",17,44,20
52,"u6",22,137,13
52,"u6",27,105,50
52,"u6",32,55,17
52,"u6",37,25,4
52,"u6",42,23,2
52,"u6",47,6,7
52,"u6",52,13,2
