"b","unit","day","dentadult"
56,"u9",32,67
56,"u9",37,198
56,"u9",42,170
56,"u9",47,219
56,"u9",52,113
56,"u10",7,3
56,"u10",12,6
56,"u10",17,11
56,"u10",22,22
56,"u10",27,123
56,"u10",32,187
56,"u10",37,253
56,"u10",42,337
56,"u10",47,139
56,"u10",52,112
57,"u1",7,3
57,"u1",12,10
57,"u1",17,12
57,"u1",22,62
57,"u1",27,197
57,"u1",32,158
57,"u1",37,160
57,"u1",42,134
57,"u1",47,117
57,"u1",52,184
57,"u2",7,11
57,"u2",12,4
57,"u2",17,53
57,"u2",22,224
57,"u2",27,493
57,"u2",32,94
57,"u2",37,116
57,"u2",42,66
57,"u2",47,54
57,"u2",52,24
57,"u3",7,1
57,"u3",12,8
57,"u3",17,13
57,"u3",22,92
57,"u3",27,105
57,"u3",32,62
57,"u3",37,81
57,"u3",42,70
57,"u3",47,95
57,"u3",52,46
57,"u4",7,2
57,"u4",12,52
57,"u4",17,83
57,"u4",22,127
57,"u4",27,63
57,"u4",32,44
57,"u4",37,26
57,"u4",42,39
57,"u4",47,115
57,"u4",52,41
57,"u5",7,2
57,"u5",12,14
57,"u5",17,30
57,"u5",22,140
57,"u5",27,261
57,"u5",32,111
57,"u5",37,129
57,"u5",42,94
57,"u5",47,94
57,"u5",52,171
57,"u6",7,4
57,"u6",12,5
57,"u6",17,11
57,"u6",22,35
57,"u6",27,198
57,"u6",32,223
57,"u6",37,72
57,"u6",42,43
57,"u6",47,78
57,"u6",52,73
57,"u7",7,3
57,"u7",12,11
57,"u7",17,30
57,"u7",22,83
57,"u7",27,193
57,"u7",32,240
57,"u7",37,321
57,"u7",42,74
57,"u7",47,38
57,"u7",52,40
57,"u8",7,3
57,"u8",12,22
57,"u8",17,55
57,"u8",22,195
57,"u8",27,215
57,"u8",32,173
57,"u8",37,202
57,"u8",42,156
57,"u8",47,253
57,"u8",52,100
57,"u9",7,2
57,"u9",12,9
57,"u9",17,25
57,"u9",22,105
57,"u9",27,114
57,"u9",32,155
57,"u9",37,75
57,"u9",42,105
57,"u9",47,29
57,"u9",52,29
57,"u10",7,10
57,"u10",12,27
57,"u10",17,155
57,"u10",22,319
57,"u10",27,391
57,"u10",32,106
57,"u10",37,87
57,"u10",42,28
57,"u10",47,4
57,"u10",52,10
58,"u1",7,6
58,"u1",12,19
58,"u1",17,127
58,"u1",22,195
58,"u1",27,245
58,"u1",32,63
58,"u1",37,65
58,"u1",42,23
58,"u1",47,29
58,"u1",52,34
58,"u2",7,5
58,"u2",12,10
58,"u2",17,73
58,"u2",22,45
58,"u2",27,114
58,"u2",32,234
58,"u2",37,120
58,"u2",42,24
58,"u2",47,13
58,"u2",52,44
58,"u3",7,4
58,"u3",12,18
58,"u3",17,17
58,"u3",22,89
58,"u3",27,193
58,"u3",32,166
58,"u3",37,435
58,"u3",42,362
58,"u3",47,185
58,"u3",52,384
58,"u4",7,1
58,"u4",12,4
58,"u4",17,11
58,"u4",22,77
58,"u4",27,243
58,"u4",32,117
58,"u4",37,88
58,"u4",42,151
58,"u4",47,132
58,"u4",52,284
58,"u5",7,9
58,"u5",12,17
58,"u5",17,17
58,"u5",22,64
58,"u5",27,237
58,"u5",32,187
58,"u5",37,121
58,"u5",42,64
58,"u5",47,47
58,"u5",52,39
58,"u6",7,3
58,"u6",12,13
58,"u6",17,46
58,"u6",22,313
58,"u6",27,603
58,"u6",32,374
58,"u6",37,201
58,"u6",42,102
58,"u6",47,126
58,"u6",52,50
58,"u7",7,1
58,"u7",12,9
58,"u7",17,58
58,"u7",22,106
58,"u7",27,183
58,"u7",32,145
58,"u7",37,66
58,"u7",42,60
58,"u7",47,137
58,"u7",52,93
58,"u8",7,3
58,"u8",12,7
58,"u8",17,48
58,"u8",22,89
58,"u8",27,56
58,"u8",32,232
58,"u8",37,62
58,"u8",42,26
58,"u8",47,43
58,"u8",52,50
58,"u9",7,2
58,"u9",12,25
58,"u9",17,74
58,"u9",22,115
58,"u9",27,126
58,"u9",32,270
58,"u9",37,71
58,"u9",42,45
58,"u9",47,64
58,"u9",52,22
58,"u10",7,2
58,"u10",12,9
58,"u10",17,16
58,"u10",22,174
58,"u10",27,288
58,"u10",32,267
58,"u10",37,141
58,"u10",42,35
58,"u10",47,43
58,"u10",52,195
59,"u1",7,3
59,"u1",12,20
59,"u1",17,64
59,"u1",22,146
59,"u1",27,85
59,"u1",32,229
59,"u1",37,64
59,"u1",42,13
59,"u1",47,34
59,"u1",52,9
59,"u2",7,7
59,"u2",12,21
59,"u2",17,57
59,"u2",22,239
59,"u2",27,288
59,"u2",32,99
59,"u2",37,140
59,"u2",42,289
59,"u2",47,319
59,"u2",52,307
59,"u3",7,4
59,"u3",12,3
59,"u3",17,75
59,"u3",22,112
59,"u3",27,247
59,"u3",32,223
59,"u3",37,155
59,"u3",42,132
59,"u3",47,87
59,"u3",52,35
59,"u4",7,3
59,"u4",12,21
59,"u4",17,111
59,"u4",22,145
59,"u4",27,220
59,"u4",32,157
59,"u4",37,47
59,"u4",42,36
59,"u4",47,25
59,"u4",52,21
59,"u5",7,3
59,"u5",12,22
59,"u5",17,105
59,"u5",22,252
59,"u5",27,182
59,"u5",32,182
59,"u5",37,208
59,"u5",42,251
59,"u5",47,78
59,"u5",52,40
59,"u6",7,2
59,"u6",12,15
59,"u6",17,25
59,"u6",22,250
59,"u6",27,302
59,"u6",32,203
59,"u6",37,36
59,"u6",42,35
59,"u6",47,27
59,"u6",52,21
59,"u7",7,5
59,"u7",12,41
59,"u7",17,105
59,"u7",22,229
59,"u7",27,132
59,"u7",32,66
59,"u7",37,40
59,"u7",42,16
59,"u7",47,10
59,"u7",52,56
59,"u8",7,1
59,"u8",12,6
59,"u8",17,34
59,"u8",22,74
59,"u8",27,76
59,"u8",32,132
59,"u8",37,93
59,"u8",42,48
59,"u8",47,73
59,"u8",52,82
59,"u9",7,1
59,"u9",12,6
59,"u9",17,56
59,"u9",22,180
59,"u9",27,165
59,"u9",32,348
59,"u9",37,115
59,"u9",42,42
59,"u9",47,19
59,"u9",52,73
59,"u10",7,3
59,"u10",12,33
59,"u10",17,131
59,"u10",22,134
59,"u10",27,91
59,"u10",32,123
59,"u10",37,36
59,"u10",42,16
59,"u10",47,10
59,"u10",52,21
60,"u1",7,4
60,"u1",12,11
60,"u1",17,40
60,"u1",22,85
60,"u1",27,179
60,"u1",32,160
60,"u1",37,78
60,"u1",42,50
60,"u1",47,84
60,"u1",52,110
60,"u2",7,2
60,"u2",12,21
60,"u2",17,26
60,"u2",22,75
60,"u2",27,121
60,"u2",32,105
60,"u2",37,206
60,"u2",42,46
60,"u2",47,40
60,"u2",52,15
60,"u3",7,3
60,"u3",12,4
60,"u3",17,21
60,"u3",22,141
60,"u3",27,180
60,"u3",32,58
60,"u3",37,48
60,"u3",42,116
60,"u3",47,78
60,"u3",52,56
60,"u4",7,20
60,"u4",12,78
60,"u4",17,106
60,"u4",22,193
60,"u4",27,79
60,"u4",32,169
60,"u4",37,244
60,"u4",42,283
60,"u4",47,595
60,"u4",52,331
60,"u5",7,4
60,"u5",12,6
60,"u5",17,29
60,"u5",22,76
60,"u5",27,49
60,"u5",32,74
60,"u5",37,144
60,"u5",42,178
60,"u5",47,217
60,"u5",52,276
60,"u6",7,1
60,"u6",12,12
60,"u6",17,59
60,"u6",22,28
60,"u6",27,138
60,"u6",32,64
60,"u6",37,48
60,"u6",42,39
60,"u6",47,129
60,"u6",52,289
60,"u7",7,1
60,"u7",12,9
60,"u7",17,16
60,"u7",22,92
60,"u7",27,391
60,"u7",32,357
60,"u7",37,386
60,"u7",42,183
60,"u7",47,162
60,"u7",52,140
60,"u8",7,5
60,"u8",12,10
60,"u8",17,27
60,"u8",22,179
60,"u8",27,200
60,"u8",32,250
60,"u8",37,66
60,"u8",42,53
60,"u8",47,112
60,"u8",52,25
60,"u9",7,2
60,"u9",12,24
60,"u9",17,39
60,"u9",22,80
60,"u9",27,171
60,"u9",32,291
60,"u9",37,445
60,"u9",42,127
60,"u9",47,25
60,"u9",52,18
60,"u10",7,8
60,"u10",12,8
60,"u10",17,33
60,"u10",22,51
60,"u10",27,184
60,"u10",32,296
60,"u10",37,141
60,"u10",42,125
60,"u10",47,69
60,"u10",52,69
61,"u1",7,1
61,"u1",12,20
61,"u1",17,25
61,"u1",22,67
61,"u1",27,198
61,"u1",32,107
61,"u1",37,206
61,"u1",42,254
61,"u1",47,126
61,"u1",52,251
61,"u2",7,1
61,"u2",12,10
61,"u2",17,24
61,"u2",22,94
61,"u2",27,66
61,"u2",32,116
61,"u2",37,72
61,"u2",42,103
61,"u2",47,112
61,"u2",52,107
61,"u3",7,2
61,"u3",12,7
61,"u3",17,75
61,"u3",22,241
61,"u3",27,386
61,"u3",32,375
61,"u3",37,106
61,"u3",42,226
61,"u3",47,399
61,"u3",52,330
61,"u4",7,1
61,"u4",12,19
61,"u4",17,116
61,"u4",22,102
61,"u4",27,68
61,"u4",32,64
61,"u4",37,41
61,"u4",42,52
61,"u4",47,10
61,"u4",52,6
61,"u5",7,2
61,"u5",12,7
61,"u5",17,10
61,"u5",22,97
61,"u5",27,102
61,"u5",32,98
61,"u5",37,115
61,"u5",42,68
61,"u5",47,71
61,"u5",52,19
61,"u6",7,2
61,"u6",12,11
61,"u6",17,25
61,"u6",22,86
61,"u6",27,138
61,"u6",32,217
61,"u6",37,337
61,"u6",42,322
61,"u6",47,138
61,"u6",52,114
61,"u7",7,1
61,"u7",12,2
61,"u7",17,6
61,"u7",22,32
61,"u7",27,73
61,"u7",32,58
61,"u7",37,230
61,"u7",42,116
61,"u7",47,151
61,"u7",52,114
61,"u8",7,2
61,"u8",12,32
61,"u8",17,14
61,"u8",22,40
61,"u8",27,73
61,"u8",32,75
61,"u8",37,119
61,"u8",42,48
61,"u8",47,56
61,"u8",52,32
61,"u9",7,1
61,"u9",12,44
61,"u9",17,54
61,"u9",22,379
61,"u9",27,129
61,"u9",32,163
61,"u9",37,37
61,"u9",42,31
61,"u9",47,29
61,"u9",52,8
61,"u10",7,4
61,"u10",12,20
61,"u10",17,60
61,"u10",22,40
61,"u10",27,75
61,"u10",32,168
61,"u10",37,44
61,"u10",42,44
61,"u10",47,16
61,"u10",52,18
62,"u1",7,7
62,"u1",12,16
62,"u1",17,31
62,"u1",22,56
62,"u1",27,107
62,"u1",32,113
62,"u1",37,230
62,"u1",42,128
62,"u1",47,78
62,"u1",52,46
62,"u2",7,3
62,"u2",12,20
62,"u2",17,61
62,"u2",22,133
62,"u2",27,162
62,"u2",32,119
62,"u2",37,196
62,"u2",42,138
62,"u2",47,87
62,"u2",52,37
62,"u3",7,2
62,"u3",12,28
62,"u3",17,34
62,"u3",22,145
62,"u3",27,39
62,"u3",32,137
62,"u3",37,81
62,"u3",42,49
62,"u3",47,76
62,"u3",52,137
62,"u4",7,4
62,"u4",12,6
62,"u4",17,16
62,"u4",22,46
62,"u4",27,79
62,"u4",32,45
62,"u4",37,48
62,"u4",42,43
62,"u4",47,16
62,"u4",52,55
62,"u5",7,0
62,"u5",12,26
62,"u5",17,63
62,"u5",22,58
62,"u5",27,84
62,"u5",32,104
62,"u5",37,194
62,"u5",42,92
62,"u5",47,101
62,"u5",52,30
62,"u6",7,3
62,"u6",12,5
62,"u6",17,15
62,"u6",22,45
62,"u6",27,128
62,"u6",32,144
62,"u6",37,158
62,"u6",42,122
62,"u6",47,98
62,"u6",52,122
62,"u7",7,5
62,"u7",12,1
62,"u7",17,7
62,"u7",22,69
62,"u7",27,152
62,"u7",32,108
62,"u7",37,81
62,"u7",42,90
62,"u7",47,81
62,"u7",52,100
62,"u8",7,2
62,"u8",12,3
62,"u8",17,16
62,"u8",22,115
62,"u8",27,266
62,"u8",32,81
62,"u8",37,221
62,"u8",42,29
62,"u8",47,21
62,"u8",52,19
62,"u9",7,7
62,"u9",12,12
62,"u9",17,118
62,"u9",22,98
62,"u9",27,120
62,"u9",32,163
62,"u9",37,351
62,"u9",42,268
62,"u9",47,57
62,"u9",52,32
62,"u10",7,3
62,"u10",12,13
62,"u10",17,85
62,"u10",22,194
62,"u10",27,56
62,"u10",32,50
62,"u10",37,33
62,"u10",42,14
62,"u10",47,36
62,"u10",52,12
63,"u1",7,7
63,"u1",12,9
63,"u1",17,19
63,"u1",22,68
63,"u1",27,119
63,"u1",32,153
63,"u1",37,271
63,"u1",42,318
63,"u1",47,120
63,"u1",52,342
63,"u2",7,3
63,"u2",12,7
63,"u2",17,3
63,"u2",22,42
63,"u2",27,92
63,"u2",32,825
63,"u2",37,225
63,"u2",42,62
63,"u2",47,41
63,"u2",52,39
63,"u3",7,1
63,"u3",12,4
63,"u3",17,4
63,"u3",22,13
63,"u3",27,67
63,"u3",32,180
63,"u3",37,139
63,"u3",42,241
63,"u3",47,197
63,"u3",52,66
63,"u4",7,1
63,"u4",12,6
63,"u4",17,11
63,"u4",22,53
63,"u4",27,150
63,"u4",32,131
63,"u4",37,136
63,"u4",42,144
63,"u4",47,154
63,"u4",52,172
63,"u5",7,5
63,"u5",12,8
63,"u5",17,102
63,"u5",22,279
63,"u5",27,464
63,"u5",32,360
63,"u5",37,466
63,"u5",42,378
63,"u5",47,285
63,"u5",52,161
63,"u6",7,5
63,"u6",12,10
63,"u6",17,23
63,"u6",22,60
63,"u6",27,33
63,"u6",32,80
63,"u6",37,146
63,"u6",42,106
63,"u6",47,84
63,"u6",52,134
63,"u7",7,5
63,"u7",12,22
63,"u7",17,16
63,"u7",22,75
63,"u7",27,171
63,"u7",32,514
63,"u7",37,122
63,"u7",42,185
63,"u7",47,240
63,"u7",52,200
63,"u8",7,2
63,"u8",12,9
63,"u8",17,24
63,"u8",22,90
63,"u8",27,230
63,"u8",32,232
63,"u8",37,151
63,"u8",42,179
63,"u8",47,166
63,"u8",52,78
63,"u9",7,4
63,"u9",12,4
63,"u9",17,11
63,"u9",22,27
63,"u9",27,51
63,"u9",32,151
63,"u9",37,269
63,"u9",42,159
63,"u9",47,141
63,"u9",52,70
63,"u10",7,2
63,"u10",12,6
63,"u10",17,32
63,"u10",22,57
63,"u10",27,109
63,"u10",32,104
63,"u10",37,192
63,"u10",42,205
63,"u10",47,99
63,"u10",52,45
64,"u1",7,2
64,"u1",12,4
64,"u1",17,18
64,"u1",22,42
64,"u1",27,72
64,"u1",32,206
64,"u1",37,174
64,"u1",42,65
64,"u1",47,7
64,"u1",52,33
64,"u2",7,9
64,"u2",12,43
64,"u2",17,257
64,"u2",22,201
64,"u2",27,900
64,"u2",32,611
64,"u2",37,480
64,"u2",42,401
64,"u2",47,143
64,"u2",52,56
64,"u3",7,6
64,"u3",12,11
64,"u3",17,85
64,"u3",22,370
64,"u3",27,229
64,"u3",32,498
64,"u3",37,239
64,"u3",42,48
64,"u3",47,54
64,"u3",52,19
64,"u4",7,3
64,"u4",12,8
64,"u4",17,36
64,"u4",22,33
64,"u4",27,275
64,"u4",32,208
64,"u4",37,90
64,"u4",42,183
64,"u4",47,134
64,"u4",52,42
64,"u5",7,4
64,"u5",12,7
64,"u5",17,15
64,"u5",22,52
64,"u5",27,173
64,"u5",32,925
64,"u5",37,223
64,"u5",42,101
64,"u5",47,382
64,"u5",52,298
64,"u6",7,1
64,"u6",12,4
64,"u6",17,24
64,"u6",22,136
64,"u6",27,181
64,"u6",32,135
64,"u6",37,63
64,"u6",42,42
64,"u6",47,96
64,"u6",52,249
64,"u7",7,1
64,"u7",12,8
64,"u7",17,45
64,"u7",22,139
64,"u7",27,309
64,"u7",32,141
64,"u7",37,156
64,"u7",42,126
64,"u7",47,10
64,"u7",52,38
64,"u8",7,7
64,"u8",12,11
64,"u8",17,24
64,"u8",22,102
64,"u8",27,119
64,"u8",32,108
64,"u8",37,64
64,"u8",42,20
64,"u8",47,5
64,"u8",52,4
64,"u9",7,9
64,"u9",12,14
64,"u9",17,59
64,"u9",22,52
64,"u9",27,52
64,"u9",32,22
64,"u9",37,68
64,"u9",42,98
64,"u9",47,323
64,"u9",52,131
64,"u10",7,5
64,"u10",12,6
64,"u10",17,25
64,"u10",22,102
64,"u10",27,142
64,"u10",32,32
64,"u10",37,59
64,"u10",42,102
64,"u10",47,78
64,"u10",52,69
65,"u1",7,8
65,"u1",12,11
65,"u1",17,51
65,"u1",22,63
65,"u1",27,96
65,"u1",32,188
65,"u1",37,68
65,"u1",42,145
65,"u1",47,159
65,"u1",52,113
65,"u2",7,2
65,"u2",12,11
65,"u2",17,55
65,"u2",22,84
65,"u2",27,137
65,"u2",32,116
65,"u2",37,115
65,"u2",42,131
65,"u2",47,119
65,"u2",52,166
65,"u3",7,8
65,"u3",12,17
65,"u3",17,74
65,"u3",22,208
65,"u3",27,141
65,"u3",32,205
65,"u3",37,159
65,"u3",42,39
65,"u3",47,102
65,"u3",52,47
65,"u4",7,3
65,"u4",12,30
65,"u4",17,76
65,"u4",22,220
65,"u4",27,289
65,"u4",32,213
65,"u4",37,231
65,"u4",42,236
65,"u4",47,115
65,"u4",52,72
65,"u5",7,5
65,"u5",12,7
65,"u5",17,25
65,"u5",22,97
65,"u5",27,263
65,"u5",32,331
65,"u5",37,496
65,"u5",42,483
65,"u5",47,137
65,"u5",52,88
65,"u6",7,5
65,"u6",12,23
65,"u6",17,54
65,"u6",22,367
65,"u6",27,263
65,"u6",32,342
65,"u6",37,149
65,"u6",42,142
65,"u6",47,28
65,"u6",52,49
65,"u7",7,3
65,"u7",12,7
65,"u7",17,12
65,"u7",22,82
65,"u7",27,321
65,"u7",32,228
65,"u7",37,448
65,"u7",42,314
65,"u7",47,406
65,"u7",52,1157
65,"u8",7,5
65,"u8",12,10
65,"u8",17,28
65,"u8",22,37
65,"u8",27,97
65,"u8",32,142
65,"u8",37,166
65,"u8",42,127
65,"u8",47,46
65,"u8",52,72
65,"u9",7,1
65,"u9",12,12
65,"u9",17,35
65,"u9",22,79
65,"u9",27,102
65,"u9",32,219
65,"u9",37,232
65,"u9",42,332
65,"u9",47,210
65,"u9",52,104
65,"u10",7,6
65,"u10",12,15
65,"u10",17,107
65,"u10",22,144
65,"u10",27,318
65,"u10",32,60
65,"u10",37,109
65,"u10",42,47
65,"u10",47,34
65,"u10",52,56
66,"u1",7,4
66,"u1",12,10
66,"u1",17,66
66,"u1",22,228
66,"u1",27,290
66,"u1",32,79
66,"u1",37,75
66,"u1",42,98
66,"u1",47,57
66,"u1",52,25
66,"u2",7,3
66,"u2",12,11
66,"u2",17,42
66,"u2",22,31
66,"u2",27,68
66,"u2",32,273
66,"u2",37,247
66,"u2",42,124
66,"u2",47,52
66,"u2",52,32
66,"u3",7,3
66,"u3",12,38
66,"u3",17,146
66,"u3",22,175
66,"u3",27,124
66,"u3",32,96
66,"u3",37,23
66,"u3",42,107
66,"u3",47,161
66,"u3",52,105
66,"u4",7,8
66,"u4",12,46
66,"u4",17,59
66,"u4",22,43
66,"u4",27,92
66,"u4",32,97
66,"u4",37,210
66,"u4",42,169
66,"u4",47,186
66,"u4",52,103
66,"u5",7,2
66,"u5",12,8
66,"u5",17,48
66,"u5",22,63
66,"u5",27,70
66,"u5",32,80
66,"u5",37,227
66,"u5",42,117
66,"u5",47,224
66,"u5",52,69
66,"u6",7,3
66,"u6",12,6
66,"u6",17,18
66,"u6",22,41
66,"u6",27,146
66,"u6",32,412
66,"u6",37,468
66,"u6",42,403
66,"u6",47,350
66,"u6",52,79
66,"u7",7,3
66,"u7",12,5
66,"u7",17,29
66,"u7",22,66
66,"u7",27,102
66,"u7",32,314
66,"u7",37,116
66,"u7",42,80
66,"u7",47,40
66,"u7",52,25
66,"u8",7,5
66,"u8",12,30
66,"u8",17,52
66,"u8",22,112
66,"u8",27,208
66,"u8",32,132
66,"u8",37,219
66,"u8",42,93
66,"u8",47,31
66,"u8",52,18
66,"u9",7,1
66,"u9",12,35
66,"u9",17,55
66,"u9",22,53
66,"u9",27,70
66,"u9",32,80
66,"u9",37,94
66,"u9",42,110
66,"u9",47,61
66,"u9",52,13
66,"u10",7,4
66,"u10",12,12
66,"u10",17,87
66,"u10",22,90
66,"u10",27,169
66,"u10",32,115
66,"u10",37,37
66,"u10",42,15
66,"u10",47,27
66,"u10",52,10
67,"u1",7,2
67,"u1",12,10
67,"u1",17,19
67,"u1",22,86
67,"u1",27,325
67,"u1",32,156
67,"u1",37,283
67,"u1",42,78
67,"u1",47,64
67,"u1",52,31
67,"u2",7,4
67,"u2",12,25
67,"u2",17,99
67,"u2",22,120
67,"u2",27,137
67,"u2",32,105
67,"u2",37,78
67,"u2",42,174
67,"u2",47,609
67,"u2",52,256
67,"u3",7,7
67,"u3",12,13
67,"u3",17,102
67,"u3",22,204
67,"u3",27,350
67,"u3",32,264
67,"u3",37,89
67,"u3",42,48
67,"u3",47,47
67,"u3",52,96
67,"u4",7,3
67,"u4",12,3
67,"u4",17,39
67,"u4",22,111
67,"u4",27,232
67,"u4",32,165
67,"u4",37,62
67,"u4",42,212
67,"u4",47,344
67,"u4",52,576
67,"u5",7,0
67,"u5",12,12
67,"u5",17,19
67,"u5",22,204
67,"u5",27,281
67,"u5",32,111
67,"u5",37,286
67,"u5",42,147
67,"u5",47,47
67,"u5",52,43
67,"u6",7,8
67,"u6",12,6
67,"u6",17,15
67,"u6",22,86
67,"u6",27,150
67,"u6",32,138
67,"u6",37,245
67,"u6",42,244
67,"u6",47,68
67,"u6",52,51
67,"u7",7,4
67,"u7",12,10
67,"u7",17,20
67,"u7",22,155
67,"u7",27,145
67,"u7",32,208
67,"u7",37,192
67,"u7",42,224
67,"u7",47,231
67,"u7",52,141
67,"u8",7,12
67,"u8",12,23
67,"u8",17,115
67,"u8",22,71
67,"u8",27,249
67,"u8",32,219
67,"u8",37,298
67,"u8",42,243
67,"u8",47,276
67,"u8",52,25
67,"u9",7,6
67,"u9",12,6
67,"u9",17,22
67,"u9",22,10
67,"u9",27,32
67,"u9",32,124
67,"u9",37,409
67,"u9",42,331
67,"u9",47,143
67,"u9",52,42
67,"u10",7,5
67,"u10",12,25
67,"u10",17,245
67,"u10",22,231
67,"u10",27,65
67,"u10",32,41
67,"u10",37,55
67,"u10",42,35
67,"u10",47,28
67,"u10",52,22
68,"u1",7,5
68,"u1",12,21
68,"u1",17,62
68,"u1",22,72
68,"u1",27,210
68,"u1",32,135
68,"u1",37,69
68,"u1",42,100
68,"u1",47,76
68,"u1",52,78
68,"u2",7,2
68,"u2",12,5
68,"u2",17,22
68,"u2",22,113
68,"u2",27,295
68,"u2",32,141
68,"u2",37,60
68,"u2",42,186
68,"u2",47,124
68,"u2",52,81
68,"u3",7,2
68,"u3",12,10
68,"u3",17,15
68,"u3",22,61
68,"u3",27,129
68,"u3",32,469
68,"u3",37,198
68,"u3",42,177
68,"u3",47,95
68,"u3",52,51
68,"u4",7,4
68,"u4",12,8
68,"u4",17,16
68,"u4",22,31
68,"u4",27,50
68,"u4",32,46
68,"u4",37,85
68,"u4",42,193
68,"u4",47,438
68,"u4",52,304
68,"u5",7,3
68,"u5",12,19
68,"u5",17,114
68,"u5",22,169
68,"u5",27,146
68,"u5",32,217
68,"u5",37,86
68,"u5",42,55
68,"u5",47,77
68,"u5",52,51
68,"u6",7,3
68,"u6",12,17
68,"u6",17,73
68,"u6",22,91
68,"u6",27,295
68,"u6",32,217
68,"u6",37,153
68,"u6",42,107
68,"u6",47,210
68,"u6",52,334
68,"u7",7,11
68,"u7",12,24
68,"u7",17,152
68,"u7",22,202
68,"u7",27,261
68,"u7",32,94
68,"u7",37,130
68,"u7",42,238
68,"u7",47,60
68,"u7",52,11
68,"u8",7,3
68,"u8",12,13
68,"u8",17,49
68,"u8",22,67
68,"u8",27,149
68,"u8",32,70
68,"u8",37,302
68,"u8",42,145
68,"u8",47,487
68,"u8",52,241
68,"u9",7,4
68,"u9",12,27
68,"u9",17,61
68,"u9",22,157
68,"u9",27,161
68,"u9",32,168
68,"u9",37,94
68,"u9",42,115
68,"u9",47,53
68,"u9",52,18
68,"u10",7,4
68,"u10",12,17
68,"u10",17,50
68,"u10",22,153
68,"u10",27,146
68,"u10",32,361
68,"u10",37,326
68,"u10",42,298
68,"u10",47,243
68,"u10",52,265
69,"u1",7,8
69,"u1",12,112
69,"u1",17,147
69,"u1",22,305
69,"u1",27,182
69,"u1",32,327
69,"u1",37,278
69,"u1",42,100
69,"u1",47,46
69,"u1",52,105
69,"u2",7,0
69,"u2",12,7
69,"u2",17,62
69,"u2",22,177
69,"u2",27,116
69,"u2",32,287
69,"u2",37,534
69,"u2",42,476
69,"u2",47,492
69,"u2",52,248
69,"u3",7,3
69,"u3",12,37
69,"u3",17,180
69,"u3",22,167
69,"u3",27,182
69,"u3",32,48
69,"u3",37,31
69,"u3",42,27
69,"u3",47,20
69,"u3",52,35
69,"u4",7,1
69,"u4",12,9
69,"u4",17,67
69,"u4",22,99
69,"u4",27,162
69,"u4",32,74
69,"u4",37,85
69,"u4",42,120
69,"u4",47,93
69,"u4",52,102
69,"u5",7,9
69,"u5",12,33
69,"u5",17,85
69,"u5",22,92
69,"u5",27,63
69,"u5",32,54
69,"u5",37,70
69,"u5",42,45
69,"u5",47,38
69,"u5",52,90
69,"u6",7,4
69,"u6",12,11
69,"u6",17,67
69,"u6",22,513
69,"u6",27,614
69,"u6",32,115
69,"u6",37,38
69,"u6",42,40
69,"u6",47,230
69,"u6",52,126
69,"u7",7,5
69,"u7",12,7
69,"u7",17,57
69,"u7",22,207
69,"u7",27,227
69,"u7",32,76
69,"u7",37,109
69,"u7",42,93
69,"u7",47,52
69,"u7",52,21
69,"u8",7,3
69,"u8",12,11
69,"u8",17,23
69,"u8",22,131
69,"u8",27,116
69,"u8",32,124
69,"u8",37,100
69,"u8",42,59
69,"u8",47,33
69,"u8",52,62
69,"u9",7,1
69,"u9",12,3
69,"u9",17,26
69,"u9",22,114
69,"u9",27,134
69,"u9",32,119
69,"u9",37,162
69,"u9",42,148
69,"u9",47,39
69,"u9",52,59
69,"u10",7,1
69,"u10",12,11
69,"u10",17,35
69,"u10",22,28
69,"u10",27,113
69,"u10",32,56
69,"u10",37,69
69,"u10",42,99
69,"u10",47,91
69,"u10",52,77
70,"u1",7,3
70,"u1",12,9
70,"u1",17,64
70,"u1",22,161
70,"u1",27,243
70,"u1",32,292
70,"u1",37,419
70,"u1",42,316
70,"u1",47,60
70,"u1",52,33
70,"u2",7,11
70,"u2",12,37
70,"u2",17,62
70,"u2",22,101
70,"u2",27,385
70,"u2",32,198
70,"u2",37,70
70,"u2",42,40
70,"u2",47,94
70,"u2",52,116
70,"u3",7,6
70,"u3",12,17
70,"u3",17,73
70,"u3",22,106
70,"u3",27,100
70,"u3",32,69
70,"u3",37,22
70,"u3",42,21
70,"u3",47,15
70,"u3",52,21
70,"u4",7,2
70,"u4",12,18
70,"u4",17,25
70,"u4",22,238
70,"u4",27,255
70,"u4",32,123
70,"u4",37,482
70,"u4",42,262
70,"u4",47,43
70,"u4",52,91
70,"u5",7,3
70,"u5",12,33
70,"u5",17,24
70,"u5",22,49
70,"u5",27,226
70,"u5",32,174
70,"u5",37,97
70,"u5",42,123
70,"u5",47,226
70,"u5",52,136
70,"u6",7,6
70,"u6",12,12
70,"u6",17,17
70,"u6",22,92
70,"u6",27,41
70,"u6",32,115
70,"u6",37,269
70,"u6",42,238
70,"u6",47,178
70,"u6",52,221
70,"u7",7,3
70,"u7",12,19
70,"u7",17,46
70,"u7",22,302
70,"u7",27,832
70,"u7",32,255
70,"u7",37,63
70,"u7",42,26
70,"u7",47,17
70,"u7",52,57
70,"u8",7,2
70,"u8",12,19
70,"u8",17,56
70,"u8",22,89
70,"u8",27,122
70,"u8",32,207
70,"u8",37,117
70,"u8",42,91
70,"u8",47,25
70,"u8",52,29
70,"u9",7,2
70,"u9",12,7
70,"u9",17,26
