"b","unit","day","dentadult"
28,"u9",52,121
28,"u10",7,5
28,"u10",12,40
28,"u10",17,64
28,"u10",22,111
28,"u10",27,134
28,"u10",32,75
28,"u10",37,14
28,"u10",42,47
28,"u10",47,89
28,"u10",52,253
29,"u1",7,8
29,"u1",12,12
29,"u1",17,94
29,"u1",22,109
29,"u1",27,73
29,"u1",32,178
29,"u1",37,189
29,"u1",42,116
29,"u1",47,96
29,"u1",52,68
29,"u2",7,7
29,"u2",12,16
29,"u2",17,95
29,"u2",22,105
29,"u2",27,88
29,"u2",32,189
29,"u2",37,227
29,"u2",42,990
29,"u2",47,2188
29,"u2",52,419
29,"u3",7,0
29,"u3",12,3
29,"u3",17,20
29,"u3",22,46
29,"u3",27,121
29,"u3",32,200
29,"u3",37,65
29,"u3",42,57
29,"u3",47,20
29,"u3",52,41
29,"u4",7,4
29,"u4",12,23
29,"u4",17,41
29,"u4",22,205
29,"u4",27,127
29,"u4",32,62
29,"u4",37,69
29,"u4",42,77
29,"u4",47,37
29,"u4",52,13
29,"u5",7,0
29,"u5",12,25
29,"u5",17,60
29,"u5",22,91
29,"u5",27,232
29,"u5",32,640
29,"u5",37,489
29,"u5",42,308
29,"u5",47,363
29,"u5",52,101
29,"u6",7,2
29,"u6",12,3
29,"u6",17,52
29,"u6",22,103
29,"u6",27,229
29,"u6",32,1471
29,"u6",37,239
29,"u6",42,122
29,"u6",47,77
29,"u6",52,140
29,"u7",7,2
29,"u7",12,23
29,"u7",17,16
29,"u7",22,37
29,"u7",27,75
29,"u7",32,104
29,"u7",37,246
29,"u7",42,72
29,"u7",47,69
29,"u7",52,74
29,"u8",7,5
29,"u8",12,23
29,"u8",17,42
29,"u8",22,220
29,"u8",27,546
29,"u8",32,258
29,"u8",37,91
29,"u8",42,276
29,"u8",47,101
29,"u8",52,87
29,"u9",7,9
29,"u9",12,21
29,"u9",17,33
29,"u9",22,72
29,"u9",27,153
29,"u9",32,146
29,"u9",37,404
29,"u9",42,271
29,"u9",47,436
29,"u9",52,373
29,"u10",7,2
29,"u10",12,17
29,"u10",17,97
29,"u10",22,173
29,"u10",27,124
29,"u10",32,156
29,"u10",37,185
29,"u10",42,234
29,"u10",47,442
29,"u10",52,264
30,"u1",7,6
30,"u1",12,22
30,"u1",17,64
30,"u1",22,52
30,"u1",27,82
30,"u1",32,164
30,"u1",37,143
30,"u1",42,34
30,"u1",47,37
30,"u1",52,47
30,"u2",7,17
30,"u2",12,25
30,"u2",17,64
30,"u2",22,136
30,"u2",27,197
30,"u2",32,73
30,"u2",37,64
30,"u2",42,123
30,"u2",47,94
30,"u2",52,41
30,"u3",7,4
30,"u3",12,5
30,"u3",17,29
30,"u3",22,46
30,"u3",27,110
30,"u3",32,150
30,"u3",37,48
30,"u3",42,39
30,"u3",47,31
30,"u3",52,45
30,"u4",7,2
30,"u4",12,13
30,"u4",17,24
30,"u4",22,71
30,"u4",27,99
30,"u4",32,125
30,"u4",37,152
30,"u4",42,42
30,"u4",47,20
30,"u4",52,40
30,"u5",7,4
30,"u5",12,4
30,"u5",17,12
30,"u5",22,49
30,"u5",27,99
30,"u5",32,140
30,"u5",37,118
30,"u5",42,147
30,"u5",47,108
30,"u5",52,52
30,"u6",7,9
30,"u6",12,16
30,"u6",17,33
30,"u6",22,82
30,"u6",27,78
30,"u6",32,124
30,"u6",37,89
30,"u6",42,401
30,"u6",47,168
30,"u6",52,300
30,"u7",7,1
30,"u7",12,6
30,"u7",17,74
30,"u7",22,232
30,"u7",27,416
30,"u7",32,410
30,"u7",37,53
30,"u7",42,99
30,"u7",47,55
30,"u7",52,232
30,"u8",7,6
30,"u8",12,7
30,"u8",17,21
30,"u8",22,45
30,"u8",27,165
30,"u8",32,278
30,"u8",37,168
30,"u8",42,52
30,"u8",47,20
30,"u8",52,42
30,"u9",7,5
30,"u9",12,22
30,"u9",17,31
30,"u9",22,93
30,"u9",27,67
30,"u9",32,92
30,"u9",37,41
30,"u9",42,75
30,"u9",47,17
30,"u9",52,41
30,"u10",7,3
30,"u10",12,17
30,"u10",17,85
30,"u10",22,130
30,"u10",27,181
30,"u10",32,143
30,"u10",37,93
30,"u10",42,56
30,"u10",47,48
30,"u10",52,51
31,"u1",7,2
31,"u1",12,4
31,"u1",17,11
31,"u1",22,20
31,"u1",27,76
31,"u1",32,126
31,"u1",37,270
31,"u1",42,224
31,"u1",47,99
31,"u1",52,58
31,"u2",7,7
31,"u2",12,6
31,"u2",17,25
31,"u2",22,91
31,"u2",27,53
31,"u2",32,296
31,"u2",37,390
31,"u2",42,162
31,"u2",47,69
31,"u2",52,21
31,"u3",7,3
31,"u3",12,11
31,"u3",17,151
31,"u3",22,510
31,"u3",27,795
31,"u3",32,295
31,"u3",37,122
31,"u3",42,52
31,"u3",47,85
31,"u3",52,55
31,"u4",7,9
31,"u4",12,9
31,"u4",17,34
31,"u4",22,122
31,"u4",27,185
31,"u4",32,316
31,"u4",37,247
31,"u4",42,157
31,"u4",47,77
31,"u4",52,32
31,"u5",7,5
31,"u5",12,2
31,"u5",17,13
31,"u5",22,46
31,"u5",27,175
31,"u5",32,370
31,"u5",37,261
31,"u5",42,119
31,"u5",47,27
31,"u5",52,66
31,"u6",7,6
31,"u6",12,14
31,"u6",17,25
31,"u6",22,37
31,"u6",27,68
31,"u6",32,117
31,"u6",37,172
31,"u6",42,182
31,"u6",47,196
31,"u6",52,708
31,"u7",7,3
31,"u7",12,11
31,"u7",17,83
31,"u7",22,98
31,"u7",27,160
31,"u7",32,154
31,"u7",37,110
31,"u7",42,180
31,"u7",47,83
31,"u7",52,94
31,"u8",7,0
31,"u8",12,8
31,"u8",17,29
31,"u8",22,127
31,"u8",27,177
31,"u8",32,112
31,"u8",37,88
31,"u8",42,35
31,"u8",47,44
31,"u8",52,30
31,"u9",7,2
31,"u9",12,49
31,"u9",17,122
31,"u9",22,297
31,"u9",27,92
31,"u9",32,36
31,"u9",37,10
31,"u9",42,27
31,"u9",47,7
31,"u9",52,22
31,"u10",7,4
31,"u10",12,21
31,"u10",17,67
31,"u10",22,98
31,"u10",27,81
31,"u10",32,156
31,"u10",37,321
31,"u10",42,67
31,"u10",47,17
31,"u10",52,90
32,"u1",7,5
32,"u1",12,22
32,"u1",17,32
32,"u1",22,65
32,"u1",27,402
32,"u1",32,891
32,"u1",37,204
32,"u1",42,130
32,"u1",47,99
32,"u1",52,34
32,"u2",7,6
32,"u2",12,9
32,"u2",17,93
32,"u2",22,184
32,"u2",27,426
32,"u2",32,130
32,"u2",37,106
32,"u2",42,60
32,"u2",47,63
32,"u2",52,133
32,"u3",7,4
32,"u3",12,7
32,"u3",17,30
32,"u3",22,65
32,"u3",27,215
32,"u3",32,86
32,"u3",37,27
32,"u3",42,48
32,"u3",47,29
32,"u3",52,23
32,"u4",7,7
32,"u4",12,38
32,"u4",17,64
32,"u4",22,97
32,"u4",27,133
32,"u4",32,23
32,"u4",37,166
32,"u4",42,54
32,"u4",47,72
32,"u4",52,119
32,"u5",7,5
32,"u5",12,21
32,"u5",17,33
32,"u5",22,130
32,"u5",27,137
32,"u5",32,82
32,"u5",37,80
32,"u5",42,70
32,"u5",47,116
32,"u5",52,97
32,"u6",7,5
32,"u6",12,8
32,"u6",17,36
32,"u6",22,276
32,"u6",27,375
32,"u6",32,155
32,"u6",37,184
32,"u6",42,36
32,"u6",47,13
32,"u6",52,61
32,"u7",7,6
32,"u7",12,9
32,"u7",17,17
32,"u7",22,90
32,"u7",27,158
32,"u7",32,80
32,"u7",37,387
32,"u7",42,210
32,"u7",47,129
32,"u7",52,46
32,"u8",7,6
32,"u8",12,10
32,"u8",17,26
32,"u8",22,74
32,"u8",27,108
32,"u8",32,104
32,"u8",37,126
32,"u8",42,130
32,"u8",47,118
32,"u8",52,55
32,"u9",7,5
32,"u9",12,91
32,"u9",17,226
32,"u9",22,169
32,"u9",27,141
32,"u9",32,376
32,"u9",37,186
32,"u9",42,304
32,"u9",47,233
32,"u9",52,461
32,"u10",7,9
32,"u10",12,17
32,"u10",17,75
32,"u10",22,495
32,"u10",27,877
32,"u10",32,574
32,"u10",37,184
32,"u10",42,56
32,"u10",47,98
32,"u10",52,69
33,"u1",7,4
33,"u1",12,2
33,"u1",17,105
33,"u1",22,92
33,"u1",27,194
33,"u1",32,142
33,"u1",37,124
33,"u1",42,119
33,"u1",47,51
33,"u1",52,26
33,"u2",7,6
33,"u2",12,10
33,"u2",17,112
33,"u2",22,139
33,"u2",27,244
33,"u2",32,102
33,"u2",37,111
33,"u2",42,134
33,"u2",47,253
33,"u2",52,89
33,"u3",7,2
33,"u3",12,7
33,"u3",17,9
33,"u3",22,125
33,"u3",27,328
33,"u3",32,131
33,"u3",37,281
33,"u3",42,121
33,"u3",47,26
33,"u3",52,21
33,"u4",7,1
33,"u4",12,7
33,"u4",17,68
33,"u4",22,105
33,"u4",27,301
33,"u4",32,589
33,"u4",37,568
33,"u4",42,336
33,"u4",47,114
33,"u4",52,111
33,"u5",7,6
33,"u5",12,4
33,"u5",17,31
33,"u5",22,33
33,"u5",27,251
33,"u5",32,103
33,"u5",37,115
33,"u5",42,139
33,"u5",47,109
33,"u5",52,70
33,"u6",7,16
33,"u6",12,46
33,"u6",17,186
33,"u6",22,205
33,"u6",27,127
33,"u6",32,164
33,"u6",37,153
33,"u6",42,66
33,"u6",47,28
33,"u6",52,10
33,"u7",7,3
33,"u7",12,23
33,"u7",17,30
33,"u7",22,73
33,"u7",27,68
33,"u7",32,292
33,"u7",37,396
33,"u7",42,342
33,"u7",47,265
33,"u7",52,37
33,"u8",7,2
33,"u8",12,4
33,"u8",17,30
33,"u8",22,178
33,"u8",27,254
33,"u8",32,32
33,"u8",37,25
33,"u8",42,35
33,"u8",47,45
33,"u8",52,42
33,"u9",7,8
33,"u9",12,28
33,"u9",17,37
33,"u9",22,64
33,"u9",27,99
33,"u9",32,66
33,"u9",37,67
33,"u9",42,49
33,"u9",47,58
33,"u9",52,76
33,"u10",7,4
33,"u10",12,16
33,"u10",17,32
33,"u10",22,67
33,"u10",27,203
33,"u10",32,66
33,"u10",37,71
33,"u10",42,118
33,"u10",47,29
33,"u10",52,51
34,"u1",7,4
34,"u1",12,11
34,"u1",17,6
34,"u1",22,55
34,"u1",27,101
34,"u1",32,64
34,"u1",37,125
34,"u1",42,217
34,"u1",47,216
34,"u1",52,200
34,"u2",7,6
34,"u2",12,20
34,"u2",17,65
34,"u2",22,83
34,"u2",27,275
34,"u2",32,601
34,"u2",37,253
34,"u2",42,133
34,"u2",47,300
34,"u2",52,251
34,"u3",7,7
34,"u3",12,35
34,"u3",17,115
34,"u3",22,76
34,"u3",27,120
34,"u3",32,59
34,"u3",37,61
34,"u3",42,41
34,"u3",47,58
34,"u3",52,53
34,"u4",7,2
34,"u4",12,8
34,"u4",17,20
34,"u4",22,122
34,"u4",27,101
34,"u4",32,155
34,"u4",37,285
34,"u4",42,129
34,"u4",47,42
34,"u4",52,25
34,"u5",7,13
34,"u5",12,38
34,"u5",17,58
34,"u5",22,131
34,"u5",27,154
34,"u5",32,166
34,"u5",37,66
34,"u5",42,77
34,"u5",47,135
34,"u5",52,93
34,"u6",7,8
34,"u6",12,30
34,"u6",17,74
34,"u6",22,338
34,"u6",27,178
34,"u6",32,88
34,"u6",37,35
34,"u6",42,44
34,"u6",47,42
34,"u6",52,48
34,"u7",7,6
34,"u7",12,13
34,"u7",17,22
34,"u7",22,68
34,"u7",27,128
34,"u7",32,172
34,"u7",37,72
34,"u7",42,190
34,"u7",47,340
34,"u7",52,421
34,"u8",7,3
34,"u8",12,9
34,"u8",17,45
34,"u8",22,102
34,"u8",27,333
34,"u8",32,377
34,"u8",37,284
34,"u8",42,112
34,"u8",47,308
34,"u8",52,104
34,"u9",7,0
34,"u9",12,5
34,"u9",17,22
34,"u9",22,57
34,"u9",27,75
34,"u9",32,182
34,"u9",37,402
34,"u9",42,173
34,"u9",47,26
34,"u9",52,41
34,"u10",7,10
34,"u10",12,12
34,"u10",17,66
34,"u10",22,120
34,"u10",27,100
34,"u10",32,329
34,"u10",37,159
34,"u10",42,105
34,"u10",47,115
34,"u10",52,78
35,"u1",7,4
35,"u1",12,10
35,"u1",17,27
35,"u1",22,23
35,"u1",27,187
35,"u1",32,287
35,"u1",37,261
35,"u1",42,210
35,"u1",47,52
35,"u1",52,10
35,"u2",7,7
35,"u2",12,9
35,"u2",17,19
35,"u2",22,76
35,"u2",27,99
35,"u2",32,176
35,"u2",37,44
35,"u2",42,77
35,"u2",47,69
35,"u2",52,49
35,"u3",7,11
35,"u3",12,16
35,"u3",17,38
35,"u3",22,92
35,"u3",27,210
35,"u3",32,174
35,"u3",37,131
35,"u3",42,67
35,"u3",47,124
35,"u3",52,129
35,"u4",7,1
35,"u4",12,11
35,"u4",17,78
35,"u4",22,382
35,"u4",27,225
35,"u4",32,114
35,"u4",37,66
35,"u4",42,106
35,"u4",47,82
35,"u4",52,27
35,"u5",7,14
35,"u5",12,44
35,"u5",17,114
35,"u5",22,237
35,"u5",27,67
35,"u5",32,79
35,"u5",37,84
35,"u5",42,68
35,"u5",47,54
35,"u5",52,134
35,"u6",7,2
35,"u6",12,13
35,"u6",17,54
35,"u6",22,118
35,"u6",27,156
35,"u6",32,264
35,"u6",37,180
35,"u6",42,141
35,"u6",47,96
35,"u6",52,63
35,"u7",7,0
35,"u7",12,7
35,"u7",17,57
35,"u7",22,191
35,"u7",27,234
35,"u7",32,109
35,"u7",37,115
35,"u7",42,66
35,"u7",47,23
35,"u7",52,24
35,"u8",7,12
35,"u8",12,20
35,"u8",17,77
35,"u8",22,95
35,"u8",27,271
35,"u8",32,402
35,"u8",37,224
35,"u8",42,216
35,"u8",47,152
35,"u8",52,65
35,"u9",7,5
35,"u9",12,20
35,"u9",17,52
35,"u9",22,38
35,"u9",27,34
35,"u9",32,92
35,"u9",37,221
35,"u9",42,344
35,"u9",47,170
35,"u9",52,131
35,"u10",7,0
35,"u10",12,10
35,"u10",17,14
35,"u10",22,28
35,"u10",27,111
35,"u10",32,281
35,"u10",37,261
35,"u10",42,185
35,"u10",47,369
35,"u10",52,264
36,"u1",7,8
36,"u1",12,16
36,"u1",17,53
36,"u1",22,86
36,"u1",27,135
36,"u1",32,107
36,"u1",37,69
36,"u1",42,96
36,"u1",47,157
36,"u1",52,363
36,"u2",7,0
36,"u2",12,9
36,"u2",17,32
36,"u2",22,146
36,"u2",27,123
36,"u2",32,146
36,"u2",37,86
36,"u2",42,182
36,"u2",47,39
36,"u2",52,30
36,"u3",7,3
36,"u3",12,51
36,"u3",17,65
36,"u3",22,154
36,"u3",27,237
36,"u3",32,215
36,"u3",37,215
36,"u3",42,222
36,"u3",47,130
36,"u3",52,99
36,"u4",7,4
36,"u4",12,16
36,"u4",17,61
36,"u4",22,148
36,"u4",27,99
36,"u4",32,75
36,"u4",37,43
36,"u4",42,41
36,"u4",47,105
36,"u4",52,105
36,"u5",7,1
36,"u5",12,10
36,"u5",17,32
36,"u5",22,120
36,"u5",27,49
36,"u5",32,40
36,"u5",37,61
36,"u5",42,141
36,"u5",47,169
36,"u5",52,192
36,"u6",7,1
36,"u6",12,8
36,"u6",17,9
36,"u6",22,42
36,"u6",27,271
36,"u6",32,408
36,"u6",37,905
36,"u6",42,1052
36,"u6",47,2310
36,"u6",52,1633
36,"u7",7,2
36,"u7",12,4
36,"u7",17,20
36,"u7",22,33
36,"u7",27,241
36,"u7",32,221
36,"u7",37,505
36,"u7",42,282
36,"u7",47,23
36,"u7",52,28
36,"u8",7,5
36,"u8",12,6
36,"u8",17,104
36,"u8",22,318
36,"u8",27,570
36,"u8",32,448
36,"u8",37,164
36,"u8",42,108
36,"u8",47,83
36,"u8",52,63
36,"u9",7,4
36,"u9",12,3
36,"u9",17,29
36,"u9",22,78
36,"u9",27,561
36,"u9",32,197
36,"u9",37,53
36,"u9",42,47
36,"u9",47,38
36,"u9",52,38
36,"u10",7,2
36,"u10",12,9
36,"u10",17,33
36,"u10",22,48
36,"u10",27,128
36,"u10",32,71
36,"u10",37,130
36,"u10",42,171
36,"u10",47,179
36,"u10",52,119
37,"u1",7,5
37,"u1",12,24
37,"u1",17,57
37,"u1",22,116
37,"u1",27,65
37,"u1",32,56
37,"u1",37,59
37,"u1",42,41
37,"u1",47,38
37,"u1",52,64
37,"u2",7,10
37,"u2",12,16
37,"u2",17,27
37,"u2",22,135
37,"u2",27,193
37,"u2",32,261
37,"u2",37,658
37,"u2",42,218
37,"u2",47,108
37,"u2",52,44
37,"u3",7,3
37,"u3",12,19
37,"u3",17,19
37,"u3",22,67
37,"u3",27,143
37,"u3",32,291
37,"u3",37,219
37,"u3",42,53
37,"u3",47,29
37,"u3",52,45
37,"u4",7,4
37,"u4",12,3
37,"u4",17,9
37,"u4",22,14
37,"u4",27,85
37,"u4",32,236
37,"u4",37,466
37,"u4",42,214
37,"u4",47,163
37,"u4",52,122
37,"u5",7,4
37,"u5",12,17
37,"u5",17,94
37,"u5",22,337
37,"u5",27,249
37,"u5",32,267
37,"u5",37,87
37,"u5",42,150
37,"u5",47,46
37,"u5",52,21
37,"u6",7,2
37,"u6",12,12
37,"u6",17,12
37,"u6",22,29
37,"u6",27,50
37,"u6",32,160
37,"u6",37,68
37,"u6",42,138
37,"u6",47,109
37,"u6",52,178
37,"u7",7,1
37,"u7",12,5
37,"u7",17,10
37,"u7",22,64
37,"u7",27,89
37,"u7",32,104
37,"u7",37,192
37,"u7",42,193
37,"u7",47,91
37,"u7",52,51
37,"u8",7,7
37,"u8",12,35
37,"u8",17,77
37,"u8",22,201
37,"u8",27,357
37,"u8",32,155
37,"u8",37,57
37,"u8",42,39
37,"u8",47,102
37,"u8",52,193
37,"u9",7,0
37,"u9",12,17
37,"u9",17,51
37,"u9",22,127
37,"u9",27,178
37,"u9",32,226
37,"u9",37,328
37,"u9",42,586
37,"u9",47,361
37,"u9",52,96
37,"u10",7,2
37,"u10",12,3
37,"u10",17,23
37,"u10",22,72
37,"u10",27,77
37,"u10",32,125
37,"u10",37,125
37,"u10",42,113
37,"u10",47,274
37,"u10",52,220
38,"u1",7,4
38,"u1",12,19
38,"u1",17,184
38,"u1",22,151
38,"u1",27,159
38,"u1",32,64
38,"u1",37,77
38,"u1",42,30
38,"u1",47,78
38,"u1",52,79
38,"u2",7,7
38,"u2",12,24
38,"u2",17,82
38,"u2",22,141
38,"u2",27,245
38,"u2",32,160
38,"u2",37,139
38,"u2",42,136
38,"u2",47,348
38,"u2",52,339
38,"u3",7,1
38,"u3",12,11
38,"u3",17,16
38,"u3",22,67
38,"u3",27,96
38,"u3",32,246
38,"u3",37,78
38,"u3",42,143
38,"u3",47,245
38,"u3",52,131
38,"u4",7,3
38,"u4",12,9
38,"u4",17,17
38,"u4",22,49
38,"u4",27,136
38,"u4",32,187
38,"u4",37,54
38,"u4",42,122
38,"u4",47,138
38,"u4",52,113
38,"u5",7,2
38,"u5",12,16
38,"u5",17,47
38,"u5",22,201
38,"u5",27,418
38,"u5",32,164
38,"u5",37,212
38,"u5",42,40
38,"u5",47,52
38,"u5",52,13
38,"u6",7,8
38,"u6",12,5
38,"u6",17,28
38,"u6",22,136
38,"u6",27,179
38,"u6",32,217
38,"u6",37,73
38,"u6",42,89
38,"u6",47,40
38,"u6",52,30
38,"u7",7,4
38,"u7",12,11
38,"u7",17,23
38,"u7",22,96
38,"u7",27,125
38,"u7",32,267
38,"u7",37,372
38,"u7",42,178
38,"u7",47,35
38,"u7",52,33
38,"u8",7,6
38,"u8",12,12
38,"u8",17,35
38,"u8",22,81
38,"u8",27,58
38,"u8",32,86
38,"u8",37,224
38,"u8",42,137
38,"u8",47,45
38,"u8",52,60
38,"u9",7,0
38,"u9",12,6
38,"u9",17,63
38,"u9",22,267
38,"u9",27,332
38,"u9",32,87
38,"u9",37,35
38,"u9",42,51
38,"u9",47,13
38,"u9",52,11
38,"u10",7,5
38,"u10",12,20
38,"u10",17,95
38,"u10",22,453
38,"u10",27,633
38,"u10",32,291
38,"u10",37,324
38,"u10",42,442
38,"u10",47,508
38,"u10",52,222
39,"u1",7,5
39,"u1",12,0
39,"u1",17,8
39,"u1",22,60
39,"u1",27,48
39,"u1",32,111
39,"u1",37,126
39,"u1",42,167
39,"u1",47,189
39,"u1",52,277
39,"u2",7,3
39,"u2",12,14
39,"u2",17,66
39,"u2",22,101
39,"u2",27,129
39,"u2",32,233
39,"u2",37,159
39,"u2",42,93
39,"u2",47,79
39,"u2",52,248
39,"u3",7,6
39,"u3",12,17
39,"u3",17,55
39,"u3",22,135
39,"u3",27,91
39,"u3",32,120
39,"u3",37,286
39,"u3",42,465
39,"u3",47,45
39,"u3",52,11
39,"u4",7,3
39,"u4",12,26
39,"u4",17,65
39,"u4",22,116
39,"u4",27,190
39,"u4",32,405
39,"u4",37,330
39,"u4",42,312
39,"u4",47,134
39,"u4",52,17
39,"u5",7,6
39,"u5",12,12
39,"u5",17,30
39,"u5",22,67
39,"u5",27,87
39,"u5",32,66
39,"u5",37,113
39,"u5",42,151
39,"u5",47,195
39,"u5",52,208
39,"u6",7,0
39,"u6",12,11
39,"u6",17,36
39,"u6",22,133
39,"u6",27,556
39,"u6",32,307
39,"u6",37,225
39,"u6",42,49
39,"u6",47,29
39,"u6",52,18
39,"u7",7,4
39,"u7",12,1
39,"u7",17,7
39,"u7",22,13
39,"u7",27,47
39,"u7",32,189
39,"u7",37,540
39,"u7",42,493
39,"u7",47,142
39,"u7",52,89
39,"u8",7,9
39,"u8",12,30
39,"u8",17,43
39,"u8",22,31
39,"u8",27,105
39,"u8",32,72
39,"u8",37,55
39,"u8",42,24
39,"u8",47,31
39,"u8",52,28
39,"u9",7,4
39,"u9",12,25
39,"u9",17,60
39,"u9",22,114
39,"u9",27,44
39,"u9",32,82
39,"u9",37,112
39,"u9",42,35
39,"u9",47,241
39,"u9",52,110
39,"u10",7,1
39,"u10",12,13
39,"u10",17,106
39,"u10",22,162
39,"u10",27,144
39,"u10",32,174
39,"u10",37,108
39,"u10",42,90
39,"u10",47,51
39,"u10",52,32
40,"u1",7,5
40,"u1",12,21
40,"u1",17,40
40,"u1",22,112
40,"u1",27,123
40,"u1",32,250
40,"u1",37,705
40,"u1",42,395
40,"u1",47,541
40,"u1",52,389
40,"u2",7,2
40,"u2",12,8
40,"u2",17,16
40,"u2",22,72
40,"u2",27,340
40,"u2",32,302
40,"u2",37,307
40,"u2",42,113
40,"u2",47,54
40,"u2",52,39
40,"u3",7,4
40,"u3",12,7
40,"u3",17,10
40,"u3",22,27
40,"u3",27,110
40,"u3",32,278
40,"u3",37,248
40,"u3",42,66
40,"u3",47,33
40,"u3",52,205
40,"u4",7,2
40,"u4",12,7
40,"u4",17,30
40,"u4",22,48
40,"u4",27,108
40,"u4",32,244
40,"u4",37,525
40,"u4",42,311
40,"u4",47,41
40,"u4",52,30
40,"u5",7,2
40,"u5",12,11
40,"u5",17,27
40,"u5",22,44
40,"u5",27,82
40,"u5",32,143
40,"u5",37,57
40,"u5",42,153
40,"u5",47,168
40,"u5",52,113
40,"u6",7,7
40,"u6",12,19
40,"u6",17,48
40,"u6",22,98
40,"u6",27,59
40,"u6",32,184
40,"u6",37,169
40,"u6",42,329
40,"u6",47,233
40,"u6",52,79
40,"u7",7,2
40,"u7",12,21
40,"u7",17,52
40,"u7",22,195
40,"u7",27,50
40,"u7",32,34
40,"u7",37,66
40,"u7",42,115
40,"u7",47,85
40,"u7",52,53
40,"u8",7,5
40,"u8",12,14
40,"u8",17,34
40,"u8",22,102
40,"u8",27,213
40,"u8",32,304
40,"u8",37,300
40,"u8",42,418
40,"u8",47,318
40,"u8",52,387
40,"u9",7,4
40,"u9",12,15
40,"u9",17,74
40,"u9",22,297
40,"u9",27,159
40,"u9",32,59
40,"u9",37,61
40,"u9",42,134
40,"u9",47,47
40,"u9",52,62
40,"u10",7,5
40,"u10",12,14
40,"u10",17,43
40,"u10",22,93
40,"u10",27,115
40,"u10",32,126
40,"u10",37,96
40,"u10",42,104
40,"u10",47,134
40,"u10",52,12
41,"u1",7,2
41,"u1",12,16
41,"u1",17,69
41,"u1",22,49
41,"u1",27,67
41,"u1",32,80
41,"u1",37,67
41,"u1",42,77
41,"u1",47,23
41,"u1",52,72
41,"u2",7,6
41,"u2",12,19
41,"u2",17,19
41,"u2",22,80
41,"u2",27,193
41,"u2",32,104
41,"u2",37,189
41,"u2",42,117
41,"u2",47,54
41,"u2",52,107
41,"u3",7,7
41,"u3",12,14
41,"u3",17,47
41,"u3",22,94
41,"u3",27,81
41,"u3",32,208
41,"u3",37,127
41,"u3",42,22
41,"u3",47,37
41,"u3",52,54
41,"u4",7,2
41,"u4",12,10
41,"u4",17,30
41,"u4",22,153
41,"u4",27,116
41,"u4",32,43
41,"u4",37,46
41,"u4",42,26
41,"u4",47,19
41,"u4",52,20
41,"u5",7,5
41,"u5",12,24
41,"u5",17,46
41,"u5",22,152
41,"u5",27,71
41,"u5",32,122
41,"u5",37,99
41,"u5",42,152
41,"u5",47,84
41,"u5",52,74
41,"u6",7,1
41,"u6",12,23
41,"u6",17,98
41,"u6",22,198
41,"u6",27,163
41,"u6",32,129
41,"u6",37,464
41,"u6",42,432
41,"u6",47,169
41,"u6",52,106
41,"u7",7,4
41,"u7",12,9
41,"u7",17,43
41,"u7",22,97
41,"u7",27,103
41,"u7",32,416
41,"u7",37,147
41,"u7",42,56
41,"u7",47,73
41,"u7",52,49
41,"u8",7,2
41,"u8",12,25
41,"u8",17,55
41,"u8",22,128
41,"u8",27,410
41,"u8",32,265
41,"u8",37,232
41,"u8",42,129
41,"u8",47,154
41,"u8",52,61
41,"u9",7,5
41,"u9",12,23
41,"u9",17,57
41,"u9",22,105
41,"u9",27,170
41,"u9",32,89
41,"u9",37,57
41,"u9",42,48
41,"u9",47,41
41,"u9",52,41
41,"u10",7,4
41,"u10",12,20
41,"u10",17,153
41,"u10",22,112
41,"u10",27,140
41,"u10",32,54
41,"u10",37,46
41,"u10",42,81
41,"u10",47,74
41,"u10",52,81
42,"u1",7,1
42,"u1",12,6
42,"u1",17,18
42,"u1",22,31
42,"u1",27,103
42,"u1",32,63
42,"u1",37,92
42,"u1",42,112
42,"u1",47,126
42,"u1",52,370
42,"u2",7,3
42,"u2",12,13
42,"u2",17,43
42,"u2",22,113
42,"u2",27,380
42,"u2",32,385
42,"u2",37,305
42,"u2",42,137
42,"u2",47,78
42,"u2",52,79
42,"u3",7,2
42,"u3",12,17
42,"u3",17,34
42,"u3",22,164
42,"u3",27,215
42,"u3",32,83
42,"u3",37,48
42,"u3",42,127
42,"u3",47,38
42,"u3",52,121
42,"u4",7,2
42,"u4",12,3
42,"u4",17,6
42,"u4",22,54
42,"u4",27,129
42,"u4",32,77
42,"u4",37,116
42,"u4",42,79
42,"u4",47,55
42,"u4",52,74
42,"u5",7,3
42,"u5",12,21
42,"u5",17,37
42,"u5",22,112
42,"u5",27,75
42,"u5",32,47
42,"u5",37,35
42,"u5",42,16
42,"u5",47,46
42,"u5",52,80
42,"u6",7,1
42,"u6",12,12
42,"u6",17,25
42,"u6",22,105
42,"u6",27,346
42,"u6",32,132
42,"u6",37,354
42,"u6",42,159
42,"u6",47,103
42,"u6",52,82
42,"u7",7,7
42,"u7",12,8
42,"u7",17,33
42,"u7",22,14
42,"u7",27,50
42,"u7",32,97
42,"u7",37,62
42,"u7",42,91
42,"u7",47,219
42,"u7",52,146
42,"u8",7,3
42,"u8",12,15
42,"u8",17,21
42,"u8",22,137
42,"u8",27,129
42,"u8",32,124
42,"u8",37,167
42,"u8",42,152
42,"u8",47,147
42,"u8",52,72
42,"u9",7,4
42,"u9",12,4
42,"u9",17,9
42,"u9",22,11
42,"u9",27,29
42,"u9",32,91
42,"u9",37,126
