"b","unit","day","lumadult"
42,"u9",47,89
42,"u9",52,14
42,"u10",7,7
42,"u10",12,11
42,"u10",17,5
42,"u10",22,16
42,"u10",27,22
42,"u10",32,41
42,"u10",37,18
42,"u10",42,13
42,"u10",47,30
42,"u10",52,27
43,"u1",7,5
43,"u1",12,2
43,"u1",17,2
43,"u1",22,2
43,"u1",27,2
43,"u1",32,4
43,"u1",37,36
43,"u1",42,76
43,"u1",47,80
43,"u1",52,75
43,"u2",7,0
43,"u2",12,9
43,"u2",17,16
43,"u2",22,1
43,"u2",27,10
43,"u2",32,3
43,"u2",37,15
43,"u2",42,367
43,"u2",47,107
43,"u2",52,47
43,"u3",7,4
43,"u3",12,6
43,"u3",17,36
43,"u3",22,10
43,"u3",27,12
43,"u3",32,20
43,"u3",37,18
43,"u3",42,25
43,"u3",47,17
43,"u3",52,10
43,"u4",7,8
43,"u4",12,26
43,"u4",17,36
43,"u4",22,17
43,"u4",27,74
43,"u4",32,37
43,"u4",37,4
43,"u4",42,3
43,"u4",47,5
43,"u4",52,1
43,"u5",7,9
43,"u5",12,9
43,"u5",17,10
43,"u5",22,23
43,"u5",27,194
43,"u5",32,44
43,"u5",37,42
43,"u5",42,12
43,"u5",47,62
43,"u5",52,43
43,"u6",7,7
43,"u6",12,5
43,"u6",17,41
43,"u6",22,48
43,"u6",27,21
43,"u6",32,1
43,"u6",37,94
43,"u6",42,87
43,"u6",47,33
43,"u6",52,16
43,"u7",7,2
43,"u7",12,10
43,"u7",17,4
43,"u7",22,9
43,"u7",27,13
43,"u7",32,90
43,"u7",37,23
43,"u7",42,6
43,"u7",47,13
43,"u7",52,34
43,"u8",7,5
43,"u8",12,6
43,"u8",17,4
43,"u8",22,25
43,"u8",27,24
43,"u8",32,29
43,"u8",37,28
43,"u8",42,11
43,"u8",47,3
43,"u8",52,9
43,"u9",7,11
43,"u9",12,48
43,"u9",17,38
43,"u9",22,52
43,"u9",27,9
43,"u9",32,37
43,"u9",37,17
43,"u9",42,21
43,"u9",47,0
43,"u9",52,9
43,"u10",7,0
43,"u10",12,6
43,"u10",17,5
43,"u10",22,24
43,"u10",27,11
43,"u10",32,154
43,"u10",37,80
43,"u10",42,29
43,"u10",47,3
43,"u10",52,6
44,"u1",7,3
44,"u1",12,4
44,"u1",17,1
44,"u1",22,6
44,"u1",27,7
44,"u1",32,14
44,"u1",37,10
44,"u1",42,65
44,"u1",47,55
44,"u1",52,112
44,"u2",7,1
44,"u2",12,3
44,"u2",17,8
44,"u2",22,36
44,"u2",27,26
44,"u2",32,12
44,"u2",37,131
44,"u2",42,83
44,"u2",47,329
44,"u2",52,22
44,"u3",7,5
44,"u3",12,31
44,"u3",17,2
44,"u3",22,2
44,"u3",27,16
44,"u3",32,11
44,"u3",37,63
44,"u3",42,17
44,"u3",47,4
44,"u3",52,7
44,"u4",7,1
44,"u4",12,2
44,"u4",17,15
44,"u4",22,102
44,"u4",27,8
44,"u4",32,11
44,"u4",37,19
44,"u4",42,75
44,"u4",47,21
44,"u4",52,96
44,"u5",7,5
44,"u5",12,2
44,"u5",17,14
44,"u5",22,12
44,"u5",27,16
44,"u5",32,38
44,"u5",37,22
44,"u5",42,13
44,"u5",47,32
44,"u5",52,148
44,"u6",7,1
44,"u6",12,4
44,"u6",17,8
44,"u6",22,16
44,"u6",27,24
44,"u6",32,44
44,"u6",37,110
44,"u6",42,3
44,"u6",47,11
44,"u6",52,37
44,"u7",7,2
44,"u7",12,15
44,"u7",17,117
44,"u7",22,30
44,"u7",27,16
44,"u7",32,48
44,"u7",37,26
44,"u7",42,1
44,"u7",47,1
44,"u7",52,4
44,"u8",7,1
44,"u8",12,5
44,"u8",17,2
44,"u8",22,41
44,"u8",27,36
44,"u8",32,199
44,"u8",37,65
44,"u8",42,7
44,"u8",47,20
44,"u8",52,9
44,"u9",7,4
44,"u9",12,26
44,"u9",17,39
44,"u9",22,118
44,"u9",27,73
44,"u9",32,100
44,"u9",37,181
44,"u9",42,25
44,"u9",47,9
44,"u9",52,13
44,"u10",7,1
44,"u10",12,3
44,"u10",17,12
44,"u10",22,2
44,"u10",27,22
44,"u10",32,54
44,"u10",37,18
44,"u10",42,22
44,"u10",47,9
44,"u10",52,22
45,"u1",7,0
45,"u1",12,7
45,"u1",17,7
45,"u1",22,2
45,"u1",27,113
45,"u1",32,29
45,"u1",37,68
45,"u1",42,95
45,"u1",47,80
45,"u1",52,72
45,"u2",7,0
45,"u2",12,1
45,"u2",17,17
45,"u2",22,12
45,"u2",27,37
45,"u2",32,43
45,"u2",37,186
45,"u2",42,9
45,"u2",47,4
45,"u2",52,1
45,"u3",7,6
45,"u3",12,1
45,"u3",17,0
45,"u3",22,1
45,"u3",27,17
45,"u3",32,0
45,"u3",37,81
45,"u3",42,62
45,"u3",47,222
45,"u3",52,24
45,"u4",7,1
45,"u4",12,6
45,"u4",17,8
45,"u4",22,2
45,"u4",27,122
45,"u4",32,64
45,"u4",37,143
45,"u4",42,121
45,"u4",47,20
45,"u4",52,30
45,"u5",7,1
45,"u5",12,17
45,"u5",17,37
45,"u5",22,28
45,"u5",27,76
45,"u5",32,49
45,"u5",37,6
45,"u5",42,31
45,"u5",47,18
45,"u5",52,21
45,"u6",7,0
45,"u6",12,15
45,"u6",17,17
45,"u6",22,27
45,"u6",27,40
45,"u6",32,101
45,"u6",37,223
45,"u6",42,103
45,"u6",47,57
45,"u6",52,8
45,"u7",7,2
45,"u7",12,9
45,"u7",17,14
45,"u7",22,105
45,"u7",27,67
45,"u7",32,37
45,"u7",37,23
45,"u7",42,81
45,"u7",47,49
45,"u7",52,23
45,"u8",7,2
45,"u8",12,6
45,"u8",17,8
45,"u8",22,80
45,"u8",27,8
45,"u8",32,144
45,"u8",37,151
45,"u8",42,116
45,"u8",47,64
45,"u8",52,28
45,"u9",7,1
45,"u9",12,6
45,"u9",17,8
45,"u9",22,10
45,"u9",27,44
45,"u9",32,38
45,"u9",37,120
45,"u9",42,164
45,"u9",47,33
45,"u9",52,1
45,"u10",7,1
45,"u10",12,6
45,"u10",17,13
45,"u10",22,46
45,"u10",27,45
45,"u10",32,79
45,"u10",37,10
45,"u10",42,19
45,"u10",47,109
45,"u10",52,24
46,"u1",7,0
46,"u1",12,22
46,"u1",17,36
46,"u1",22,77
46,"u1",27,55
46,"u1",32,30
46,"u1",37,0
46,"u1",42,44
46,"u1",47,30
46,"u1",52,45
46,"u2",7,12
46,"u2",12,2
46,"u2",17,9
46,"u2",22,84
46,"u2",27,66
46,"u2",32,63
46,"u2",37,46
46,"u2",42,11
46,"u2",47,8
46,"u2",52,14
46,"u3",7,0
46,"u3",12,0
46,"u3",17,1
46,"u3",22,16
46,"u3",27,126
46,"u3",32,62
46,"u3",37,54
46,"u3",42,28
46,"u3",47,3
46,"u3",52,0
46,"u4",7,2
46,"u4",12,9
46,"u4",17,39
46,"u4",22,17
46,"u4",27,87
46,"u4",32,280
46,"u4",37,241
46,"u4",42,39
46,"u4",47,8
46,"u4",52,8
46,"u5",7,2
46,"u5",12,16
46,"u5",17,16
46,"u5",22,31
46,"u5",27,48
46,"u5",32,96
46,"u5",37,16
46,"u5",42,21
46,"u5",47,88
46,"u5",52,9
46,"u6",7,0
46,"u6",12,5
46,"u6",17,6
46,"u6",22,2
46,"u6",27,7
46,"u6",32,9
46,"u6",37,61
46,"u6",42,33
46,"u6",47,27
46,"u6",52,47
46,"u7",7,2
46,"u7",12,3
46,"u7",17,6
46,"u7",22,19
46,"u7",27,54
46,"u7",32,67
46,"u7",37,80
46,"u7",42,247
46,"u7",47,64
46,"u7",52,267
46,"u8",7,3
46,"u8",12,4
46,"u8",17,38
46,"u8",22,148
46,"u8",27,126
46,"u8",32,95
46,"u8",37,44
46,"u8",42,24
46,"u8",47,3
46,"u8",52,4
46,"u9",7,0
46,"u9",12,2
46,"u9",17,12
46,"u9",22,15
46,"u9",27,12
46,"u9",32,73
46,"u9",37,35
46,"u9",42,84
46,"u9",47,1
46,"u9",52,16
46,"u10",7,2
46,"u10",12,9
46,"u10",17,49
46,"u10",22,51
46,"u10",27,48
46,"u10",32,4
46,"u10",37,13
46,"u10",42,7
46,"u10",47,3
46,"u10",52,55
47,"u1",7,7
47,"u1",12,14
47,"u1",17,19
47,"u1",22,3
47,"u1",27,84
47,"u1",32,323
47,"u1",37,77
47,"u1",42,53
47,"u1",47,8
47,"u1",52,12
47,"u2",7,3
47,"u2",12,5
47,"u2",17,18
47,"u2",22,41
47,"u2",27,115
47,"u2",32,0
47,"u2",37,40
47,"u2",42,20
47,"u2",47,13
47,"u2",52,10
47,"u3",7,0
47,"u3",12,1
47,"u3",17,10
47,"u3",22,35
47,"u3",27,12
47,"u3",32,15
47,"u3",37,15
47,"u3",42,23
47,"u3",47,8
47,"u3",52,46
47,"u4",7,5
47,"u4",12,20
47,"u4",17,72
47,"u4",22,67
47,"u4",27,30
47,"u4",32,81
47,"u4",37,32
47,"u4",42,90
47,"u4",47,72
47,"u4",52,25
47,"u5",7,4
47,"u5",12,7
47,"u5",17,22
47,"u5",22,26
47,"u5",27,139
47,"u5",32,77
47,"u5",37,11
47,"u5",42,14
47,"u5",47,44
47,"u5",52,15
47,"u6",7,1
47,"u6",12,4
47,"u6",17,2
47,"u6",22,37
47,"u6",27,100
47,"u6",32,46
47,"u6",37,10
47,"u6",42,25
47,"u6",47,23
47,"u6",52,68
47,"u7",7,3
47,"u7",12,21
47,"u7",17,12
47,"u7",22,66
47,"u7",27,41
47,"u7",32,51
47,"u7",37,155
47,"u7",42,184
47,"u7",47,45
47,"u7",52,33
47,"u8",7,4
47,"u8",12,0
47,"u8",17,3
47,"u8",22,13
47,"u8",27,32
47,"u8",32,43
47,"u8",37,17
47,"u8",42,5
47,"u8",47,6
47,"u8",52,125
47,"u9",7,2
47,"u9",12,18
47,"u9",17,101
47,"u9",22,67
47,"u9",27,18
47,"u9",32,37
47,"u9",37,59
47,"u9",42,122
47,"u9",47,74
47,"u9",52,63
47,"u10",7,2
47,"u10",12,9
47,"u10",17,8
47,"u10",22,72
47,"u10",27,134
47,"u10",32,128
47,"u10",37,19
47,"u10",42,60
47,"u10",47,10
47,"u10",52,1
48,"u1",7,4
48,"u1",12,16
48,"u1",17,26
48,"u1",22,17
48,"u1",27,81
48,"u1",32,99
48,"u1",37,122
48,"u1",42,94
48,"u1",47,16
48,"u1",52,28
48,"u2",7,2
48,"u2",12,8
48,"u2",17,9
48,"u2",22,34
48,"u2",27,15
48,"u2",32,32
48,"u2",37,53
48,"u2",42,21
48,"u2",47,113
48,"u2",52,63
48,"u3",7,0
48,"u3",12,1
48,"u3",17,2
48,"u3",22,9
48,"u3",27,1
48,"u3",32,17
48,"u3",37,3
48,"u3",42,19
48,"u3",47,4
48,"u3",52,125
48,"u4",7,2
48,"u4",12,6
48,"u4",17,1
48,"u4",22,15
48,"u4",27,36
48,"u4",32,21
48,"u4",37,93
48,"u4",42,48
48,"u4",47,34
48,"u4",52,5
48,"u5",7,8
48,"u5",12,36
48,"u5",17,28
48,"u5",22,100
48,"u5",27,91
48,"u5",32,67
48,"u5",37,41
48,"u5",42,19
48,"u5",47,9
48,"u5",52,3
48,"u6",7,1
48,"u6",12,22
48,"u6",17,117
48,"u6",22,117
48,"u6",27,28
48,"u6",32,5
48,"u6",37,27
48,"u6",42,29
48,"u6",47,21
48,"u6",52,8
48,"u7",7,1
48,"u7",12,1
48,"u7",17,27
48,"u7",22,76
48,"u7",27,34
48,"u7",32,44
48,"u7",37,55
48,"u7",42,49
48,"u7",47,3
48,"u7",52,14
48,"u8",7,1
48,"u8",12,5
48,"u8",17,62
48,"u8",22,24
48,"u8",27,195
48,"u8",32,67
48,"u8",37,93
48,"u8",42,146
48,"u8",47,18
48,"u8",52,18
48,"u9",7,2
48,"u9",12,10
48,"u9",17,15
48,"u9",22,41
48,"u9",27,10
48,"u9",32,362
48,"u9",37,182
48,"u9",42,56
48,"u9",47,8
48,"u9",52,4
48,"u10",7,1
48,"u10",12,6
48,"u10",17,23
48,"u10",22,57
48,"u10",27,84
48,"u10",32,159
48,"u10",37,39
48,"u10",42,11
48,"u10",47,10
48,"u10",52,2
49,"u1",7,3
49,"u1",12,2
49,"u1",17,4
49,"u1",22,12
49,"u1",27,36
49,"u1",32,16
49,"u1",37,74
49,"u1",42,31
49,"u1",47,13
49,"u1",52,27
49,"u2",7,2
49,"u2",12,8
49,"u2",17,2
49,"u2",22,0
49,"u2",27,16
49,"u2",32,49
49,"u2",37,25
49,"u2",42,35
49,"u2",47,20
49,"u2",52,41
49,"u3",7,0
49,"u3",12,0
49,"u3",17,31
49,"u3",22,21
49,"u3",27,38
49,"u3",32,54
49,"u3",37,91
49,"u3",42,212
49,"u3",47,66
49,"u3",52,27
49,"u4",7,13
49,"u4",12,51
49,"u4",17,45
49,"u4",22,143
49,"u4",27,234
49,"u4",32,325
49,"u4",37,115
49,"u4",42,236
49,"u4",47,72
49,"u4",52,31
49,"u5",7,0
49,"u5",12,2
49,"u5",17,0
49,"u5",22,1
49,"u5",27,2
49,"u5",32,24
49,"u5",37,18
49,"u5",42,67
49,"u5",47,103
49,"u5",52,59
49,"u6",7,4
49,"u6",12,2
49,"u6",17,2
49,"u6",22,16
49,"u6",27,1
49,"u6",32,5
49,"u6",37,30
49,"u6",42,6
49,"u6",47,42
49,"u6",52,252
49,"u7",7,0
49,"u7",12,4
49,"u7",17,21
49,"u7",22,6
49,"u7",27,27
49,"u7",32,19
49,"u7",37,41
49,"u7",42,38
49,"u7",47,15
49,"u7",52,24
49,"u8",7,0
49,"u8",12,2
49,"u8",17,3
49,"u8",22,5
49,"u8",27,15
49,"u8",32,97
49,"u8",37,39
49,"u8",42,4
49,"u8",47,19
49,"u8",52,8
49,"u9",7,9
49,"u9",12,10
49,"u9",17,9
49,"u9",22,14
49,"u9",27,34
49,"u9",32,87
49,"u9",37,43
49,"u9",42,40
49,"u9",47,31
49,"u9",52,32
49,"u10",7,6
49,"u10",12,25
49,"u10",17,52
49,"u10",22,41
49,"u10",27,23
49,"u10",32,32
49,"u10",37,21
49,"u10",42,23
49,"u10",47,180
49,"u10",52,130
50,"u1",7,4
50,"u1",12,8
50,"u1",17,10
50,"u1",22,52
50,"u1",27,90
50,"u1",32,239
50,"u1",37,221
50,"u1",42,61
50,"u1",47,44
50,"u1",52,10
50,"u2",7,1
50,"u2",12,4
50,"u2",17,7
50,"u2",22,14
50,"u2",27,10
50,"u2",32,10
50,"u2",37,13
50,"u2",42,124
50,"u2",47,222
50,"u2",52,77
50,"u3",7,3
50,"u3",12,7
50,"u3",17,23
50,"u3",22,58
50,"u3",27,48
50,"u3",32,30
50,"u3",37,30
50,"u3",42,281
50,"u3",47,410
50,"u3",52,102
50,"u4",7,5
50,"u4",12,4
50,"u4",17,20
50,"u4",22,14
50,"u4",27,20
50,"u4",32,74
50,"u4",37,36
50,"u4",42,40
50,"u4",47,11
50,"u4",52,33
50,"u5",7,1
50,"u5",12,8
50,"u5",17,28
50,"u5",22,24
50,"u5",27,6
50,"u5",32,33
50,"u5",37,21
50,"u5",42,11
50,"u5",47,0
50,"u5",52,13
50,"u6",7,7
50,"u6",12,18
50,"u6",17,25
50,"u6",22,61
50,"u6",27,100
50,"u6",32,199
50,"u6",37,179
50,"u6",42,226
50,"u6",47,19
50,"u6",52,5
50,"u7",7,1
50,"u7",12,0
50,"u7",17,4
50,"u7",22,34
50,"u7",27,51
50,"u7",32,271
50,"u7",37,419
50,"u7",42,45
50,"u7",47,3
50,"u7",52,6
50,"u8",7,0
50,"u8",12,0
50,"u8",17,0
50,"u8",22,0
50,"u8",27,12
50,"u8",32,17
50,"u8",37,150
50,"u8",42,12
50,"u8",47,15
50,"u8",52,22
50,"u9",7,5
50,"u9",12,0
50,"u9",17,9
50,"u9",22,10
50,"u9",27,3
50,"u9",32,101
50,"u9",37,19
50,"u9",42,31
50,"u9",47,6
50,"u9",52,5
50,"u10",7,1
50,"u10",12,1
50,"u10",17,13
50,"u10",22,12
50,"u10",27,10
50,"u10",32,74
50,"u10",37,65
50,"u10",42,256
50,"u10",47,29
50,"u10",52,58
51,"u1",7,2
51,"u1",12,7
51,"u1",17,29
51,"u1",22,28
51,"u1",27,6
51,"u1",32,9
51,"u1",37,5
51,"u1",42,6
51,"u1",47,30
51,"u1",52,2
51,"u2",7,1
51,"u2",12,1
51,"u2",17,16
51,"u2",22,21
51,"u2",27,127
51,"u2",32,111
51,"u2",37,4
51,"u2",42,23
51,"u2",47,245
51,"u2",52,172
51,"u3",7,2
51,"u3",12,3
51,"u3",17,4
51,"u3",22,7
51,"u3",27,8
51,"u3",32,17
51,"u3",37,7
51,"u3",42,16
51,"u3",47,5
51,"u3",52,5
51,"u4",7,3
51,"u4",12,0
51,"u4",17,6
51,"u4",22,0
51,"u4",27,3
51,"u4",32,5
51,"u4",37,29
51,"u4",42,26
51,"u4",47,13
51,"u4",52,2
51,"u5",7,0
51,"u5",12,10
51,"u5",17,30
51,"u5",22,310
51,"u5",27,285
51,"u5",32,107
51,"u5",37,12
51,"u5",42,21
51,"u5",47,19
51,"u5",52,3
51,"u6",7,2
51,"u6",12,7
51,"u6",17,14
51,"u6",22,25
51,"u6",27,64
51,"u6",32,22
51,"u6",37,41
51,"u6",42,175
51,"u6",47,128
51,"u6",52,27
51,"u7",7,5
51,"u7",12,4
51,"u7",17,19
51,"u7",22,29
51,"u7",27,160
51,"u7",32,26
51,"u7",37,45
51,"u7",42,34
51,"u7",47,19
51,"u7",52,34
51,"u8",7,3
51,"u8",12,10
51,"u8",17,4
51,"u8",22,11
51,"u8",27,12
51,"u8",32,40
51,"u8",37,12
51,"u8",42,47
51,"u8",47,161
51,"u8",52,145
51,"u9",7,1
51,"u9",12,6
51,"u9",17,6
51,"u9",22,4
51,"u9",27,1
51,"u9",32,4
51,"u9",37,10
51,"u9",42,4
51,"u9",47,32
51,"u9",52,49
51,"u10",7,2
51,"u10",12,28
51,"u10",17,96
51,"u10",22,165
51,"u10",27,123
51,"u10",32,74
51,"u10",37,32
51,"u10",42,14
51,"u10",47,4
51,"u10",52,18
52,"u1",7,3
52,"u1",12,2
52,"u1",17,3
52,"u1",22,6
52,"u1",27,6
52,"u1",32,47
52,"u1",37,50
52,"u1",42,79
52,"u1",47,90
52,"u1",52,60
52,"u2",7,1
52,"u2",12,10
52,"u2",17,28
52,"u2",22,2
52,"u2",27,21
52,"u2",32,24
52,"u2",37,40
52,"u2",42,31
52,"u2",47,181
52,"u2",52,14
52,"u3",7,5
52,"u3",12,6
52,"u3",17,3
52,"u3",22,29
52,"u3",27,72
52,"u3",32,53
52,"u3",37,141
52,"u3",42,383
52,"u3",47,29
52,"u3",52,18
52,"u4",7,0
52,"u4",12,8
52,"u4",17,19
52,"u4",22,12
52,"u4",27,158
52,"u4",32,106
52,"u4",37,28
52,"u4",42,21
52,"u4",47,131
52,"u4",52,11
52,"u5",7,2
52,"u5",12,2
52,"u5",17,26
52,"u5",22,30
52,"u5",27,277
52,"u5",32,59
52,"u5",37,17
52,"u5",42,14
52,"u5",47,4
52,"u5",52,13
52,"u6",7,4
52,"u6",12,18
52,"u6",17,11
52,"u6",22,83
52,"u6",27,60
52,"u6",32,14
52,"u6",37,14
52,"u6",42,51
52,"u6",47,51
52,"u6",52,89
52,"u7",7,3
52,"u7",12,15
52,"u7",17,6
52,"u7",22,54
52,"u7",27,71
52,"u7",32,63
52,"u7",37,31
52,"u7",42,1
52,"u7",47,32
52,"u7",52,26
52,"u8",7,16
52,"u8",12,9
52,"u8",17,11
52,"u8",22,21
52,"u8",27,465
52,"u8",32,141
52,"u8",37,26
52,"u8",42,4
52,"u8",47,1
52,"u8",52,2
52,"u9",7,6
52,"u9",12,3
52,"u9",17,17
52,"u9",22,6
52,"u9",27,16
52,"u9",32,37
52,"u9",37,84
52,"u9",42,103
52,"u9",47,13
52,"u9",52,5
52,"u10",7,4
52,"u10",12,3
52,"u10",17,4
52,"u10",22,3
52,"u10",27,18
52,"u10",32,32
52,"u10",37,135
52,"u10",42,6
52,"u10",47,21
52,"u10",52,3
53,"u1",7,2
53,"u1",12,6
53,"u1",17,9
53,"u1",22,5
53,"u1",27,97
53,"u1",32,9
53,"u1",37,39
53,"u1",42,10
53,"u1",47,62
53,"u1",52,9
53,"u2",7,0
53,"u2",12,0
53,"u2",17,8
53,"u2",22,17
53,"u2",27,15
53,"u2",32,68
53,"u2",37,176
53,"u2",42,57
53,"u2",47,22
53,"u2",52,72
53,"u3",7,1
53,"u3",12,9
53,"u3",17,72
53,"u3",22,74
53,"u3",27,14
53,"u3",32,25
53,"u3",37,32
53,"u3",42,14
53,"u3",47,17
53,"u3",52,14
53,"u4",7,3
53,"u4",12,1
53,"u4",17,18
53,"u4",22,28
53,"u4",27,57
53,"u4",32,18
53,"u4",37,107
53,"u4",42,98
53,"u4",47,257
53,"u4",52,20
53,"u5",7,3
53,"u5",12,2
53,"u5",17,1
53,"u5",22,2
53,"u5",27,26
53,"u5",32,44
53,"u5",37,154
53,"u5",42,134
53,"u5",47,29
53,"u5",52,31
53,"u6",7,1
53,"u6",12,8
53,"u6",17,28
53,"u6",22,11
53,"u6",27,41
53,"u6",32,56
53,"u6",37,54
53,"u6",42,104
53,"u6",47,35
53,"u6",52,66
53,"u7",7,1
53,"u7",12,45
53,"u7",17,20
53,"u7",22,37
53,"u7",27,24
53,"u7",32,21
53,"u7",37,34
53,"u7",42,11
53,"u7",47,11
53,"u7",52,9
53,"u8",7,2
53,"u8",12,18
53,"u8",17,37
53,"u8",22,21
53,"u8",27,16
53,"u8",32,29
53,"u8",37,53
53,"u8",42,12
53,"u8",47,85
53,"u8",52,6
53,"u9",7,2
53,"u9",12,5
53,"u9",17,37
53,"u9",22,21
53,"u9",27,86
53,"u9",32,22
53,"u9",37,21
53,"u9",42,27
53,"u9",47,16
53,"u9",52,6
53,"u10",7,5
53,"u10",12,0
53,"u10",17,4
53,"u10",22,17
53,"u10",27,135
53,"u10",32,167
53,"u10",37,193
53,"u10",42,28
53,"u10",47,6
53,"u10",52,8
54,"u1",7,11
54,"u1",12,7
54,"u1",17,16
54,"u1",22,32
54,"u1",27,67
54,"u1",32,49
54,"u1",37,29
54,"u1",42,8
54,"u1",47,26
54,"u1",52,12
54,"u2",7,3
54,"u2",12,15
54,"u2",17,15
54,"u2",22,30
54,"u2",27,35
54,"u2",32,17
54,"u2",37,20
54,"u2",42,4
54,"u2",47,29
54,"u2",52,7
54,"u3",7,3
54,"u3",12,8
54,"u3",17,12
54,"u3",22,58
54,"u3",27,61
54,"u3",32,34
54,"u3",37,102
54,"u3",42,3
54,"u3",47,18
54,"u3",52,1
54,"u4",7,0
54,"u4",12,0
54,"u4",17,7
54,"u4",22,3
54,"u4",27,4
54,"u4",32,3
54,"u4",37,108
54,"u4",42,59
54,"u4",47,33
54,"u4",52,40
54,"u5",7,2
54,"u5",12,5
54,"u5",17,13
54,"u5",22,6
54,"u5",27,54
54,"u5",32,10
54,"u5",37,3
54,"u5",42,11
54,"u5",47,13
54,"u5",52,26
54,"u6",7,5
54,"u6",12,14
54,"u6",17,8
54,"u6",22,34
54,"u6",27,24
54,"u6",32,93
54,"u6",37,148
54,"u6",42,15
54,"u6",47,5
54,"u6",52,9
54,"u7",7,4
54,"u7",12,8
54,"u7",17,23
54,"u7",22,20
54,"u7",27,23
54,"u7",32,103
54,"u7",37,75
54,"u7",42,4
54,"u7",47,3
54,"u7",52,12
54,"u8",7,4
54,"u8",12,1
54,"u8",17,3
54,"u8",22,10
54,"u8",27,39
54,"u8",32,23
54,"u8",37,7
54,"u8",42,10
54,"u8",47,12
54,"u8",52,36
54,"u9",7,4
54,"u9",12,7
54,"u9",17,7
54,"u9",22,74
54,"u9",27,15
54,"u9",32,19
54,"u9",37,61
54,"u9",42,74
54,"u9",47,26
54,"u9",52,59
54,"u10",7,0
54,"u10",12,5
54,"u10",17,6
54,"u10",22,104
54,"u10",27,55
54,"u10",32,98
54,"u10",37,58
54,"u10",42,18
54,"u10",47,13
54,"u10",52,73
55,"u1",7,6
55,"u1",12,9
55,"u1",17,7
55,"u1",22,14
55,"u1",27,39
55,"u1",32,68
55,"u1",37,147
55,"u1",42,169
55,"u1",47,28
55,"u1",52,4
55,"u2",7,1
55,"u2",12,2
55,"u2",17,22
55,"u2",22,24
55,"u2",27,53
55,"u2",32,649
55,"u2",37,210
55,"u2",42,70
55,"u2",47,16
55,"u2",52,20
55,"u3",7,0
55,"u3",12,8
55,"u3",17,2
55,"u3",22,15
55,"u3",27,21
55,"u3",32,27
55,"u3",37,24
55,"u3",42,7
55,"u3",47,10
55,"u3",52,50
55,"u4",7,6
55,"u4",12,5
55,"u4",17,19
55,"u4",22,19
55,"u4",27,12
55,"u4",32,1
55,"u4",37,5
55,"u4",42,16
55,"u4",47,34
55,"u4",52,34
55,"u5",7,3
55,"u5",12,4
55,"u5",17,3
55,"u5",22,9
55,"u5",27,23
55,"u5",32,16
55,"u5",37,8
55,"u5",42,9
55,"u5",47,25
55,"u5",52,23
55,"u6",7,0
55,"u6",12,4
55,"u6",17,2
55,"u6",22,11
55,"u6",27,2
55,"u6",32,19
55,"u6",37,69
55,"u6",42,65
55,"u6",47,40
55,"u6",52,18
55,"u7",7,9
55,"u7",12,17
55,"u7",17,14
55,"u7",22,115
55,"u7",27,36
55,"u7",32,13
55,"u7",37,5
55,"u7",42,2
55,"u7",47,3
55,"u7",52,8
55,"u8",7,3
55,"u8",12,2
55,"u8",17,19
55,"u8",22,54
55,"u8",27,148
55,"u8",32,51
55,"u8",37,38
55,"u8",42,25
55,"u8",47,7
55,"u8",52,3
55,"u9",7,0
55,"u9",12,3
55,"u9",17,1
55,"u9",22,14
55,"u9",27,7
55,"u9",32,159
55,"u9",37,98
55,"u9",42,45
55,"u9",47,8
55,"u9",52,67
55,"u10",7,5
55,"u10",12,14
55,"u10",17,11
55,"u10",22,75
55,"u10",27,119
55,"u10",32,193
55,"u10",37,123
55,"u10",42,7
55,"u10",47,42
55,"u10",52,25
56,"u1",7,1
56,"u1",12,15
56,"u1",17,5
56,"u1",22,2
56,"u1",27,12
56,"u1",32,37
56,"u1",37,47
56,"u1",42,82
56,"u1",47,70
56,"u1",52,24
56,"u2",7,6
56,"u2",12,7
56,"u2",17,13
56,"u2",22,16
56,"u2",27,23
56,"u2",32,29
56,"u2",37,41
56,"u2",42,51
56,"u2",47,61
56,"u2",52,62
56,"u3",7,3
56,"u3",12,2
56,"u3",17,17
56,"u3",22,56
56,"u3",27,59
56,"u3",32,44
56,"u3",37,220
56,"u3",42,456
56,"u3",47,42
56,"u3",52,47
56,"u4",7,4
56,"u4",12,5
56,"u4",17,21
56,"u4",22,24
56,"u4",27,50
56,"u4",32,16
56,"u4",37,40
56,"u4",42,47
56,"u4",47,13
56,"u4",52,10
56,"u5",7,0
56,"u5",12,1
56,"u5",17,4
56,"u5",22,3
56,"u5",27,23
56,"u5",32,37
56,"u5",37,39
56,"u5",42,58
56,"u5",47,15
56,"u5",52,15
56,"u6",7,7
56,"u6",12,2
56,"u6",17,19
56,"u6",22,7
56,"u6",27,60
56,"u6",32,100
56,"u6",37,408
56,"u6",42,105
56,"u6",47,4
56,"u6",52,34
56,"u7",7,3
56,"u7",12,9
56,"u7",17,7
56,"u7",22,19
56,"u7",27,9
56,"u7",32,14
56,"u7",37,12
56,"u7",42,10
56,"u7",47,40
56,"u7",52,15
56,"u8",7,1
56,"u8",12,5
56,"u8",17,9
56,"u8",22,25
56,"u8",27,4
56,"u8",32,3
56,"u8",37,4
56,"u8",42,2
56,"u8",47,0
56,"u8",52,40
56,"u9",7,2
56,"u9",12,2
56,"u9",17,12
56,"u9",22,4
56,"u9",27,102
56,"u9",32,12
